train_loss,valid_loss,balanced_accuracy,accuracy,roc_auc,f1,recall,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
0.7130943820308285,0.726011430838435,0.5,0.4882943143812709,0.5,0.0,0.0,6.039496183395386,False,,,1,eaef34ec,645e5b4ec0c04009a4b142ca20132a64,2022-02-28_22-01-05,1646107265,6.039496183395386,10616,uriel,192.168.1.72,6.039496183395386,0,1
0.7020130171772321,0.7197226510199416,0.5,0.4882943143812709,0.5,0.0,0.0,3.58331036567688,False,,,2,eaef34ec,645e5b4ec0c04009a4b142ca20132a64,2022-02-28_22-01-09,1646107269,9.622806549072266,10616,uriel,192.168.1.72,9.622806549072266,0,2
0.7043225368889234,0.7199457846955711,0.5,0.4882943143812709,0.5,0.0,0.0,3.747443437576294,False,,,3,eaef34ec,645e5b4ec0c04009a4b142ca20132a64,2022-02-28_22-01-13,1646107273,13.37024998664856,10616,uriel,192.168.1.72,13.37024998664856,0,3
0.7005781820043921,0.7261279415725466,0.5,0.4882943143812709,0.5,0.0,0.0,3.7996649742126465,False,,,4,eaef34ec,645e5b4ec0c04009a4b142ca20132a64,2022-02-28_22-01-16,1646107276,17.169914960861206,10616,uriel,192.168.1.72,17.169914960861206,0,4
0.6976038271589369,0.7146426674514311,0.5,0.4882943143812709,0.5,0.0,0.0,3.6779847145080566,False,,,5,eaef34ec,645e5b4ec0c04009a4b142ca20132a64,2022-02-28_22-01-20,1646107280,20.847899675369263,10616,uriel,192.168.1.72,20.847899675369263,0,5
0.7029465984284553,0.7189756867080229,0.5,0.4882943143812709,0.5,0.0,0.0,3.5887982845306396,False,,,6,eaef34ec,645e5b4ec0c04009a4b142ca20132a64,2022-02-28_22-01-24,1646107284,24.436697959899902,10616,uriel,192.168.1.72,24.436697959899902,0,6
0.7011531408921459,0.717075601070621,0.5,0.4882943143812709,0.5,0.0,0.0,3.589019536972046,False,,,7,eaef34ec,645e5b4ec0c04009a4b142ca20132a64,2022-02-28_22-01-27,1646107287,28.02571749687195,10616,uriel,192.168.1.72,28.02571749687195,0,7
0.6985287662152098,0.7155283787178754,0.5,0.4882943143812709,0.5,0.0,0.0,3.662909984588623,False,,,8,eaef34ec,645e5b4ec0c04009a4b142ca20132a64,2022-02-28_22-01-31,1646107291,31.68862748146057,10616,uriel,192.168.1.72,31.68862748146057,0,8
0.7000639687236851,0.7163929255511051,0.5,0.4882943143812709,0.5,0.0,0.0,3.7373464107513428,False,,,9,eaef34ec,645e5b4ec0c04009a4b142ca20132a64,2022-02-28_22-01-35,1646107295,35.425973892211914,10616,uriel,192.168.1.72,35.425973892211914,0,9
0.6982651532105383,0.7134425199550131,0.5,0.4882943143812709,0.5,0.0,0.0,3.551431894302368,False,,,10,eaef34ec,645e5b4ec0c04009a4b142ca20132a64,2022-02-28_22-01-38,1646107298,38.97740578651428,10616,uriel,192.168.1.72,38.97740578651428,0,10
0.6924824631153875,0.7179228918608216,0.5,0.4882943143812709,0.5,0.0,0.0,3.5603978633880615,False,,,11,eaef34ec,645e5b4ec0c04009a4b142ca20132a64,2022-02-28_22-01-42,1646107302,42.537803649902344,10616,uriel,192.168.1.72,42.537803649902344,0,11
0.6991675908646834,0.7080240225712192,0.5,0.4882943143812709,0.5,0.0,0.0,3.62477445602417,False,,,12,eaef34ec,645e5b4ec0c04009a4b142ca20132a64,2022-02-28_22-01-45,1646107305,46.162578105926514,10616,uriel,192.168.1.72,46.162578105926514,0,12
0.6903046891834878,0.7111794779133238,0.5,0.4882943143812709,0.5,0.0,0.0,3.6304922103881836,False,,,13,eaef34ec,645e5b4ec0c04009a4b142ca20132a64,2022-02-28_22-01-49,1646107309,49.7930703163147,10616,uriel,192.168.1.72,49.7930703163147,0,13
0.6902312164788961,0.7120664598152391,0.5,0.4882943143812709,0.5,0.0,0.0,3.639523506164551,False,,,14,eaef34ec,645e5b4ec0c04009a4b142ca20132a64,2022-02-28_22-01-53,1646107313,53.43259382247925,10616,uriel,192.168.1.72,53.43259382247925,0,14
0.6875602443900025,0.7073411623570433,0.5,0.4882943143812709,0.5,0.0,0.0,3.5655505657196045,True,,,15,eaef34ec,645e5b4ec0c04009a4b142ca20132a64,2022-02-28_22-01-56,1646107316,56.99814438819885,10616,uriel,192.168.1.72,56.99814438819885,0,15
