train_loss,valid_loss,balanced_accuracy,accuracy,roc_auc,f1,recall,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
0.6528738666273083,0.6641636747888654,0.6034034597026723,0.6023391812865497,0.6034034597026723,0.5565217391304347,0.4942084942084942,2.3912527561187744,False,,,1,e70cfac2,cf262097fe224e4d986ae9855fb02b8c,2022-04-06_06-00-58,1649224858,2.3912527561187744,4106,9e09c9f8b51d,172.18.0.3,2.3912527561187744,0,1
0.6390008469993542,0.6501510887757147,0.6228984890402214,0.621832358674464,0.6228984890402214,0.5782608695652175,0.5135135135135135,0.10535311698913574,False,,,2,e70cfac2,cf262097fe224e4d986ae9855fb02b8c,2022-04-06_06-00-58,1649224858,2.49660587310791,4106,9e09c9f8b51d,172.18.0.3,2.49660587310791,0,2
0.6257087086296012,0.6367497705867183,0.6365260085732527,0.6354775828460039,0.6365260085732527,0.5943600867678959,0.528957528957529,0.09568500518798828,False,,,3,e70cfac2,cf262097fe224e4d986ae9855fb02b8c,2022-04-06_06-00-58,1649224858,2.5922908782958984,4106,9e09c9f8b51d,172.18.0.3,2.5922908782958984,0,3
0.6129296746535846,0.6238597373080532,0.6482230261757821,0.6471734892787524,0.6482230261757821,0.6073752711496746,0.5405405405405406,0.0932309627532959,False,,,4,e70cfac2,cf262097fe224e4d986ae9855fb02b8c,2022-04-06_06-00-58,1649224858,2.6855218410491943,4106,9e09c9f8b51d,172.18.0.3,2.6855218410491943,0,4
0.6006036282672919,0.6114437370969538,0.6638190496458213,0.6627680311890838,0.6638190496458213,0.6247288503253796,0.555984555984556,0.09165668487548828,False,,,5,e70cfac2,cf262097fe224e4d986ae9855fb02b8c,2022-04-06_06-00-59,1649224859,2.7771785259246826,4106,9e09c9f8b51d,172.18.0.3,2.7771785259246826,0,5
0.588727301994785,0.5994826095726987,0.6833900829963822,0.682261208576998,0.6833900829963823,0.6433260393873085,0.5675675675675675,0.09721565246582031,False,,,6,e70cfac2,cf262097fe224e4d986ae9855fb02b8c,2022-04-06_06-00-59,1649224859,2.874394178390503,4106,9e09c9f8b51d,172.18.0.3,2.874394178390503,0,6
0.5772325625382236,0.5879611946773111,0.7047016082449153,0.7037037037037037,0.7047016082449153,0.6724137931034483,0.6023166023166023,0.09569668769836426,False,,,7,e70cfac2,cf262097fe224e4d986ae9855fb02b8c,2022-04-06_06-00-59,1649224859,2.970090866088867,4106,9e09c9f8b51d,172.18.0.3,2.970090866088867,0,7
0.5661086781089512,0.5768392944661265,0.7144301219104369,0.7134502923976608,0.7144301219104369,0.6838709677419355,0.6138996138996139,0.09642624855041504,False,,,8,e70cfac2,cf262097fe224e4d986ae9855fb02b8c,2022-04-06_06-00-59,1649224859,3.0665171146392822,4106,9e09c9f8b51d,172.18.0.3,3.0665171146392822,0,8
0.5553408923357536,0.5660621655149999,0.7242346395889703,0.723196881091618,0.7242346395889703,0.6926406926406926,0.6177606177606177,0.09569311141967773,False,,,9,e70cfac2,cf262097fe224e4d986ae9855fb02b8c,2022-04-06_06-00-59,1649224859,3.16221022605896,4106,9e09c9f8b51d,172.18.0.3,3.16221022605896,0,9
0.5449260747621064,0.5557414642725772,0.7455461648375035,0.7446393762183235,0.7455461648375035,0.7206823027718551,0.6525096525096525,0.09030342102050781,False,,,10,e70cfac2,cf262097fe224e4d986ae9855fb02b8c,2022-04-06_06-00-59,1649224859,3.2525136470794678,4106,9e09c9f8b51d,172.18.0.3,3.2525136470794678,0,10
