train_loss,valid_loss,balanced_accuracy,accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
1.818361237646957,1.6967273872916477,0.14933405671873226,0.4283634599053743,15.921627759933472,False,,,1,12584276,307bd864a66a410fbaf929b9bb6feb84,2022-02-28_17-42-06,1646091726,15.921627759933472,28466,uriel,192.168.1.72,15.921627759933472,0,1
1.582591067973841,1.5155954477090823,0.18144353095948512,0.4727041125803712,12.74608588218689,False,,,2,12584276,307bd864a66a410fbaf929b9bb6feb84,2022-02-28_17-42-19,1646091739,28.66771364212036,28466,uriel,192.168.1.72,28.66771364212036,0,2
1.4825444213976404,1.458329023601042,0.19110600069800174,0.4829552347446318,12.671263694763184,False,,,3,12584276,307bd864a66a410fbaf929b9bb6feb84,2022-02-28_17-42-31,1646091751,41.338977336883545,28466,uriel,192.168.1.72,41.338977336883545,0,3
1.4378749475192203,1.4206230071191719,0.20471138435681313,0.49672449350964454,12.702898979187012,False,,,4,12584276,307bd864a66a410fbaf929b9bb6feb84,2022-02-28_17-42-44,1646091764,54.04187631607056,28466,uriel,192.168.1.72,54.04187631607056,0,4
1.4101742158797446,1.397250442760569,0.22068078709154457,0.5067329855635084,12.81733512878418,False,,,5,12584276,307bd864a66a410fbaf929b9bb6feb84,2022-02-28_17-42-57,1646091777,66.85921144485474,28466,uriel,192.168.1.72,66.85921144485474,0,5
1.3900785853268958,1.3794544410404759,0.23658287531977773,0.5185005459177484,12.688294172286987,False,,,6,12584276,307bd864a66a410fbaf929b9bb6feb84,2022-02-28_17-43-09,1646091789,79.54750561714172,28466,uriel,192.168.1.72,79.54750561714172,0,6
1.3725201980763668,1.3605092300252835,0.24714645846167133,0.5279631202232197,12.886968851089478,False,,,7,12584276,307bd864a66a410fbaf929b9bb6feb84,2022-02-28_17-43-22,1646091802,92.4344744682312,28466,uriel,192.168.1.72,92.4344744682312,0,7
1.356126869677861,1.3405730206599358,0.25853102096600794,0.5344534756763314,13.183909893035889,False,,,8,12584276,307bd864a66a410fbaf929b9bb6feb84,2022-02-28_17-43-35,1646091815,105.61838436126709,28466,uriel,192.168.1.72,105.61838436126709,0,8
1.3382166447634258,1.3210556115338226,0.2687356432927444,0.5379109547494844,12.853381156921387,False,,,9,12584276,307bd864a66a410fbaf929b9bb6feb84,2022-02-28_17-43-48,1646091828,118.47176551818848,28466,uriel,192.168.1.72,118.47176551818848,0,9
1.3181125493242254,1.2955580220615257,0.29108151395598464,0.5533179667596749,12.734243154525757,False,,,10,12584276,307bd864a66a410fbaf929b9bb6feb84,2022-02-28_17-44-01,1646091841,131.20600867271423,28466,uriel,192.168.1.72,131.20600867271423,0,10
1.2962423580936273,1.272952473526598,0.30434330846052843,0.5636297464515346,12.748606204986572,False,,,11,12584276,307bd864a66a410fbaf929b9bb6feb84,2022-02-28_17-44-14,1646091854,143.9546148777008,28466,uriel,192.168.1.72,143.9546148777008,0,11
1.2788002337990607,1.250436885270421,0.30756073401894096,0.5669659104694893,12.79577350616455,False,,,12,12584276,307bd864a66a410fbaf929b9bb6feb84,2022-02-28_17-44-27,1646091867,156.75038838386536,28466,uriel,192.168.1.72,156.75038838386536,0,12
1.2609145172328087,1.2349380163780248,0.31086692308236946,0.5710906223462332,13.006171226501465,False,,,13,12584276,307bd864a66a410fbaf929b9bb6feb84,2022-02-28_17-44-40,1646091880,169.75655961036682,28466,uriel,192.168.1.72,169.75655961036682,0,13
1.247512443977031,1.2208439649257732,0.3140466944372133,0.5726070605362126,12.880973815917969,False,,,14,12584276,307bd864a66a410fbaf929b9bb6feb84,2022-02-28_17-44-52,1646091892,182.6375334262848,28466,uriel,192.168.1.72,182.6375334262848,0,14
1.2336864783956807,1.2036823241091406,0.3152827725559901,0.5755792793885721,12.710089206695557,True,,,15,12584276,307bd864a66a410fbaf929b9bb6feb84,2022-02-28_17-45-05,1646091905,195.34762263298035,28466,uriel,192.168.1.72,195.34762263298035,0,15
