dataset,model,selection_method,opt_metric,n_features_selected,features_percent,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std
jasmine,MLP,f_classif,log_loss,14,0.1,0.7848680089485459,0.020272824274925504,0.7848667818904177,0.02023242662988369
jasmine,MLP,f_classif,log_loss,28,0.2,0.7825145413870247,0.02360126593776149,0.7825166662925636,0.023633328752397452
jasmine,MLP,f_classif,log_loss,43,0.3,0.7777762863534676,0.020826434053210247,0.7778119458598012,0.020887930047199854
jasmine,MLP,linear_model,balanced_accuracy,14,0.1,0.770758389261745,0.021829893744135638,0.7707694552310834,0.02171426095097345
jasmine,MLP,linear_model,balanced_accuracy,28,0.2,0.7721319910514541,0.023316650848332232,0.7721151040380687,0.023302139309996528
jasmine,MLP,linear_model,balanced_accuracy,43,0.3,0.7714630872483221,0.01988017753228817,0.7714394738614173,0.019841794248558337
jasmine,MLP,linear_model,log_loss,14,0.1,0.7650917225950783,0.021078849621684485,0.7651062826872572,0.021007766975682525
jasmine,MLP,linear_model,log_loss,28,0.2,0.7636465324384787,0.032697378546054263,0.7637494107876367,0.03269539431981201
jasmine,MLP,linear_model,log_loss,43,0.3,0.7787986577181207,0.02344709479980142,0.7788130457228795,0.023521501190817
jasmine,MLP,random,balanced_accuracy,14,0.1,0.7395279642058166,0.03909758866004179,0.7395950708177146,0.039107929542699225
jasmine,MLP,random,balanced_accuracy,28,0.2,0.7406868008948546,0.048080113801705626,0.7406073937734282,0.04811630793429891
jasmine,MLP,random,balanced_accuracy,43,0.3,0.7691140939597315,0.022594185396424403,0.769099459046935,0.022569351285016102
jasmine,MLP,random,log_loss,14,0.1,0.7224765100671141,0.06048162603709783,0.722507912280308,0.06039743898019531
jasmine,MLP,random,log_loss,28,0.2,0.7603803131991052,0.033160118291004015,0.760376871450697,0.033200241946383345
jasmine,MLP,random,log_loss,43,0.3,0.7536286353467562,0.025638841464763067,0.7536957644048394,0.02565292486002372
kr-vs-kp,DT,attention,balanced_accuracy,3,0.1,0.9480037246059437,0.01273791113595143,0.9483708855799373,0.012551312180336859
kr-vs-kp,DT,attention,balanced_accuracy,7,0.2,0.9837589256936908,0.008722131344828306,0.9837284482758621,0.008702691942168652
kr-vs-kp,DT,attention,balanced_accuracy,10,0.3,0.9805075981114971,0.007223018840398556,0.9805985501567399,0.007043700802355466
kr-vs-kp,DT,attention,log_loss,3,0.1,0.9826468517824039,0.008155400156255667,0.9821659482758621,0.008340135526323797
kr-vs-kp,DT,attention,log_loss,7,0.2,0.9794371101816409,0.00881587709267693,0.9796659482758621,0.008622569598162332
kr-vs-kp,DT,attention,log_loss,10,0.3,0.9842355898011629,0.006240892158336501,0.9843573667711599,0.006419189874783403
kr-vs-kp,DT,decision_tree,balanced_accuracy,3,0.1,0.9010942577959702,0.011486378574244773,0.904253526645768,0.011171722753039253
kr-vs-kp,DT,decision_tree,balanced_accuracy,7,0.2,0.950935648286403,0.014015787838396966,0.9518103448275863,0.0139592555111658
kr-vs-kp,DT,decision_tree,balanced_accuracy,10,0.3,0.9772495697676724,0.007583575796993913,0.9768446316614419,0.007838488528584339
kr-vs-kp,DT,decision_tree,log_loss,3,0.1,0.9010914150909143,0.01549956154004845,0.9042545062695926,0.01533697386112659
kr-vs-kp,DT,decision_tree,log_loss,7,0.2,0.9509374519080754,0.012286175448254359,0.9518181818181818,0.012241648010587414
kr-vs-kp,DT,decision_tree,log_loss,10,0.3,0.9772492234065446,0.008317301021524143,0.9768505094043887,0.008604818559851249
kr-vs-kp,DT,f_classif,balanced_accuracy,3,0.1,0.9010942577959702,0.011486378574244773,0.904253526645768,0.011171722753039253
kr-vs-kp,DT,f_classif,balanced_accuracy,7,0.2,0.93948053992727,0.012016946953386802,0.9408571708463949,0.011979901818164756
kr-vs-kp,DT,f_classif,balanced_accuracy,10,0.3,0.9425297064617206,0.01213814517228945,0.9421110893416929,0.011947733425203414
kr-vs-kp,DT,f_classif,log_loss,3,0.1,0.9010914150909143,0.01549956154004845,0.9042545062695926,0.01533697386112659
kr-vs-kp,DT,f_classif,log_loss,7,0.2,0.9394844935317425,0.01236202296911289,0.9408679467084639,0.012432015842393288
kr-vs-kp,DT,f_classif,log_loss,10,0.3,0.9442295820409858,0.01078716635099035,0.9436814263322884,0.011127837706671072
kr-vs-kp,DT,linear_model,balanced_accuracy,3,0.1,0.9010942577959702,0.011486378574244773,0.904253526645768,0.011171722753039253
kr-vs-kp,DT,linear_model,balanced_accuracy,7,0.2,0.9436364811873512,0.011455481297254164,0.9442966300940439,0.011354926947741813
kr-vs-kp,DT,linear_model,balanced_accuracy,10,0.3,0.961043840427864,0.011935625000680029,0.9596355799373042,0.012286062589061297
kr-vs-kp,DT,linear_model,log_loss,3,0.1,0.9010914150909143,0.01549956154004845,0.9042545062695926,0.01533697386112659
kr-vs-kp,DT,linear_model,log_loss,7,0.2,0.9442356299436886,0.009017879480916766,0.9449314263322884,0.009109080826513828
kr-vs-kp,DT,linear_model,log_loss,10,0.3,0.9613179954202528,0.008111017920598748,0.9599539576802508,0.008294936991467043
kr-vs-kp,DT,random,balanced_accuracy,3,0.1,0.5949484184986487,0.06279782605673945,0.5948168103448276,0.06313046550798547
kr-vs-kp,DT,random,balanced_accuracy,7,0.2,0.6409495829545231,0.05895057718922801,0.6454623824451411,0.055322920717273696
kr-vs-kp,DT,random,balanced_accuracy,10,0.3,0.6956905356047823,0.06744136411697076,0.7014508228840125,0.06373014221988486
kr-vs-kp,DT,random,log_loss,3,0.1,0.5901396361478989,0.07702387576164588,0.5985511363636363,0.07622290887052344
kr-vs-kp,DT,random,log_loss,7,0.2,0.6607241317345415,0.06155869624532583,0.6633787225705329,0.06274042081130334
kr-vs-kp,DT,random,log_loss,10,0.3,0.6942436269614525,0.07287567735023315,0.6948932210031348,0.0709127317631653
kr-vs-kp,KNN,attention,balanced_accuracy,3,0.1,0.8464607279714882,0.03746389052304004,0.8529349529780564,0.035419732999160465
kr-vs-kp,KNN,attention,balanced_accuracy,7,0.2,0.9569917685734627,0.008070532963041279,0.9583787225705329,0.007713449657351524
kr-vs-kp,KNN,attention,balanced_accuracy,10,0.3,0.9511434548809303,0.012211094711208886,0.953066222570533,0.011710975687706904
kr-vs-kp,KNN,attention,log_loss,3,0.1,0.905740192870752,0.018771646297913367,0.9095748432601882,0.017672167739040453
kr-vs-kp,KNN,attention,log_loss,7,0.2,0.9634125815349295,0.008912620523303078,0.9646443965517241,0.008477502612694867
kr-vs-kp,KNN,attention,log_loss,10,0.3,0.9501476664833387,0.009624000601076162,0.9521287225705329,0.009207449589614168
kr-vs-kp,KNN,decision_tree,balanced_accuracy,3,0.1,0.7432598039215687,0.02079729593110407,0.7546865203761756,0.019583788129286257
kr-vs-kp,KNN,decision_tree,balanced_accuracy,7,0.2,0.8284182795399913,0.03510798283184638,0.8357249216300942,0.03315883109201278
kr-vs-kp,KNN,decision_tree,balanced_accuracy,10,0.3,0.8352899709303587,0.02157934689677761,0.8423030956112854,0.020567513737311117
kr-vs-kp,KNN,decision_tree,log_loss,3,0.1,0.7432555039559683,0.021695295110011458,0.7546816222570533,0.020460515247758118
kr-vs-kp,KNN,decision_tree,log_loss,7,0.2,0.803595606820601,0.02788043623865904,0.8122629310344827,0.02647407957931421
kr-vs-kp,KNN,decision_tree,log_loss,10,0.3,0.8349823161626813,0.02743977736782938,0.8419847178683385,0.026089376318501466
kr-vs-kp,KNN,f_classif,balanced_accuracy,3,0.1,0.7432598039215687,0.02079729593110407,0.7546865203761756,0.019583788129286257
kr-vs-kp,KNN,f_classif,balanced_accuracy,7,0.2,0.9047109727912597,0.016893781766070825,0.9086393025078371,0.016184096134229026
kr-vs-kp,KNN,f_classif,balanced_accuracy,10,0.3,0.8710826669674068,0.017444268493767415,0.8767133620689656,0.01658143762229899
kr-vs-kp,KNN,f_classif,log_loss,3,0.1,0.7432555039559683,0.021695295110011458,0.7546816222570533,0.020460515247758118
kr-vs-kp,KNN,f_classif,log_loss,7,0.2,0.8157193598305769,0.021696237502870752,0.8238391457680251,0.020643591905025238
kr-vs-kp,KNN,f_classif,log_loss,10,0.3,0.8711947480633991,0.014897582718052263,0.8767163009404388,0.014212740252567918
kr-vs-kp,KNN,linear_model,balanced_accuracy,3,0.1,0.7432598039215687,0.02079729593110407,0.7546865203761756,0.019583788129286257
kr-vs-kp,KNN,linear_model,balanced_accuracy,7,0.2,0.762014593104812,0.02371855834093151,0.772521551724138,0.022436366081119225
kr-vs-kp,KNN,linear_model,balanced_accuracy,10,0.3,0.8213379613322374,0.02546873252498151,0.8291614420062696,0.0243227634001513
kr-vs-kp,KNN,linear_model,log_loss,3,0.1,0.7432555039559683,0.021695295110011458,0.7546816222570533,0.020460515247758118
kr-vs-kp,KNN,linear_model,log_loss,7,0.2,0.7642960712168858,0.02692523132065378,0.7747188479623824,0.0254244218959935
kr-vs-kp,KNN,linear_model,log_loss,10,0.3,0.82011330671493,0.02452481128275176,0.8279065438871474,0.023509138571605467
kr-vs-kp,KNN,random,balanced_accuracy,3,0.1,0.5155034616010498,0.020383561312908065,0.5369161442006269,0.01950168313157608
kr-vs-kp,KNN,random,balanced_accuracy,7,0.2,0.5573068376097966,0.06563713085510531,0.576623236677116,0.06255266902142421
kr-vs-kp,KNN,random,balanced_accuracy,10,0.3,0.5873296222778187,0.05051677711499968,0.6051293103448276,0.04788860741182142
kr-vs-kp,KNN,random,log_loss,3,0.1,0.5058888028895769,0.007978714947797436,0.5278438479623825,0.007638866314483667
kr-vs-kp,KNN,random,log_loss,7,0.2,0.5478286706207612,0.03230590063026156,0.5676038401253918,0.031117225433137132
kr-vs-kp,KNN,random,log_loss,10,0.3,0.5826460701819904,0.07176221100531421,0.6003938087774294,0.06841198733509508
kr-vs-kp,LR,attention,balanced_accuracy,3,0.1,0.9479209965685399,0.015546278046731669,0.9480544670846396,0.015367849210090982
kr-vs-kp,LR,attention,balanced_accuracy,7,0.2,0.9635357331577534,0.010491814863175655,0.9637029780564264,0.010454995765011148
kr-vs-kp,LR,attention,balanced_accuracy,10,0.3,0.9749550385098976,0.010175564751557585,0.9749725705329153,0.010206950886536618
kr-vs-kp,LR,attention,log_loss,3,0.1,0.9739200072259028,0.00917144277493676,0.9737166927899686,0.009231678174556357
kr-vs-kp,LR,attention,log_loss,7,0.2,0.9705584021693889,0.01222828029915442,0.9705877742946708,0.012345281641321385
kr-vs-kp,LR,attention,log_loss,10,0.3,0.9720006157813806,0.00828167925928508,0.9721551724137931,0.008512678891283296
kr-vs-kp,LR,decision_tree,balanced_accuracy,3,0.1,0.9010942577959702,0.011486378574244773,0.904253526645768,0.011171722753039253
kr-vs-kp,LR,decision_tree,balanced_accuracy,7,0.2,0.9481293027730953,0.01590923036422387,0.9489949059561129,0.01591063051155668
kr-vs-kp,LR,decision_tree,balanced_accuracy,10,0.3,0.9603847932220655,0.011405944087989785,0.9599500391849529,0.011589846485945477
kr-vs-kp,LR,decision_tree,log_loss,3,0.1,0.9010914150909143,0.01549956154004845,0.9042545062695926,0.01533697386112659
kr-vs-kp,LR,decision_tree,log_loss,7,0.2,0.9478295552143627,0.011733587729057767,0.9486912225705328,0.011689962557054236
kr-vs-kp,LR,decision_tree,log_loss,10,0.3,0.9613612317744558,0.011742688538912397,0.9608914576802509,0.0118127449618196
kr-vs-kp,LR,f_classif,balanced_accuracy,3,0.1,0.9010942577959702,0.011486378574244773,0.904253526645768,0.011171722753039253
kr-vs-kp,LR,f_classif,balanced_accuracy,7,0.2,0.9388817375320604,0.0117135811829737,0.940232170846395,0.01170025908419571
kr-vs-kp,LR,f_classif,balanced_accuracy,10,0.3,0.9420875255283507,0.012493702175944648,0.9427400078369906,0.012273226119027305
kr-vs-kp,LR,f_classif,log_loss,3,0.1,0.9010914150909143,0.01549956154004845,0.9042545062695926,0.01533697386112659
kr-vs-kp,LR,f_classif,log_loss,7,0.2,0.9388856911365329,0.01283861344596561,0.9402429467084639,0.012941377416838214
kr-vs-kp,LR,f_classif,log_loss,10,0.3,0.9427588056569915,0.012201405363050978,0.943365987460815,0.01237874499269303
kr-vs-kp,LR,linear_model,balanced_accuracy,3,0.1,0.9010942577959702,0.011486378574244773,0.904253526645768,0.011171722753039253
kr-vs-kp,LR,linear_model,balanced_accuracy,7,0.2,0.9393016266446306,0.009819599990987306,0.940232170846395,0.009873158315236469
kr-vs-kp,LR,linear_model,balanced_accuracy,10,0.3,0.9432317952032822,0.012381718156386626,0.9439919670846395,0.012381901797875466
kr-vs-kp,LR,linear_model,log_loss,3,0.1,0.9010914150909143,0.01549956154004845,0.9042545062695926,0.01533697386112659
kr-vs-kp,LR,linear_model,log_loss,7,0.2,0.9383147845393675,0.011084564758409207,0.9393005485893416,0.011232659893141459
kr-vs-kp,LR,linear_model,log_loss,10,0.3,0.9425969966888559,0.01092685975170763,0.9433650078369906,0.01098702267153542
kr-vs-kp,LR,random,balanced_accuracy,3,0.1,0.5504569100450298,0.06126591811383198,0.5609864811912226,0.058858345711241135
kr-vs-kp,LR,random,balanced_accuracy,7,0.2,0.6453570379228613,0.05928211212084319,0.6495434952978056,0.060151548456560365
kr-vs-kp,LR,random,balanced_accuracy,10,0.3,0.7093784309605763,0.08068881639000525,0.7099382836990595,0.08161957322683702
kr-vs-kp,LR,random,log_loss,3,0.1,0.5898627958873306,0.06277963805137678,0.5948119122257054,0.06101013571380142
kr-vs-kp,LR,random,log_loss,7,0.2,0.6680273593090095,0.08507514352500242,0.6727145376175548,0.08229421919093431
kr-vs-kp,LR,random,log_loss,10,0.3,0.7139364528183119,0.07212095513288898,0.716189263322884,0.07192085954544726
kr-vs-kp,MLP,attention,balanced_accuracy,3,0.1,0.950651257105072,0.012703035839123238,0.9508718652037617,0.012456171065930945
kr-vs-kp,MLP,attention,balanced_accuracy,7,0.2,0.9863480585734422,0.008715655118793427,0.9862353056426333,0.008619406215316762
kr-vs-kp,MLP,attention,balanced_accuracy,10,0.3,0.987071135124159,0.0057692847262835086,0.9871728056426333,0.005602032704282508
kr-vs-kp,MLP,attention,log_loss,3,0.1,0.9832687504000293,0.0058872022955618565,0.9827889890282131,0.006126261473415357
kr-vs-kp,MLP,attention,log_loss,7,0.2,0.9845962333232002,0.006177096270840441,0.9846718260188088,0.006327471853729518
kr-vs-kp,MLP,attention,log_loss,10,0.3,0.9899999652863322,0.007134274310470827,0.9899931426332289,0.007332749167950093
kr-vs-kp,MLP,decision_tree,balanced_accuracy,3,0.1,0.9010942577959702,0.011486378574244773,0.904253526645768,0.011171722753039253
kr-vs-kp,MLP,decision_tree,balanced_accuracy,7,0.2,0.950935648286403,0.014015787838396966,0.9518103448275863,0.0139592555111658
kr-vs-kp,MLP,decision_tree,balanced_accuracy,10,0.3,0.9772474197848723,0.007574873044368868,0.9768436520376176,0.007844397949208269
kr-vs-kp,MLP,decision_tree,log_loss,3,0.1,0.9010914150909143,0.01549956154004845,0.9042545062695926,0.01533697386112659
kr-vs-kp,MLP,decision_tree,log_loss,7,0.2,0.9509374519080754,0.012286175448254359,0.9518181818181818,0.012241648010587414
kr-vs-kp,MLP,decision_tree,log_loss,10,0.3,0.9775760207921655,0.008551302725064953,0.9771630094043887,0.008835987027518113
kr-vs-kp,MLP,f_classif,balanced_accuracy,3,0.1,0.9010942577959702,0.011486378574244773,0.904253526645768,0.011171722753039253
kr-vs-kp,MLP,f_classif,balanced_accuracy,7,0.2,0.9388269451560282,0.012172788664753076,0.940232170846395,0.012155112384579125
kr-vs-kp,MLP,f_classif,balanced_accuracy,10,0.3,0.9469134570204586,0.010259495145384072,0.9461833855799373,0.01030926664556823
kr-vs-kp,MLP,f_classif,log_loss,3,0.1,0.9010914150909143,0.01549956154004845,0.9042545062695926,0.01533697386112659
kr-vs-kp,MLP,f_classif,log_loss,7,0.2,0.9394844935317425,0.01236202296911289,0.9408679467084639,0.012432015842393288
kr-vs-kp,MLP,f_classif,log_loss,10,0.3,0.94476088527559,0.011163231177688977,0.9446159874608151,0.011246999461611886
kr-vs-kp,MLP,linear_model,balanced_accuracy,3,0.1,0.9010942577959702,0.011486378574244773,0.904253526645768,0.011171722753039253
kr-vs-kp,MLP,linear_model,balanced_accuracy,7,0.2,0.9426286928424723,0.010026323489658222,0.9433591300940438,0.009989982041248997
kr-vs-kp,MLP,linear_model,balanced_accuracy,10,0.3,0.9606622506662108,0.010703391086948386,0.9593240595611284,0.011128275413113373
kr-vs-kp,MLP,linear_model,log_loss,3,0.1,0.9010914150909143,0.01549956154004845,0.9042545062695926,0.01533697386112659
kr-vs-kp,MLP,linear_model,log_loss,7,0.2,0.943636827548479,0.009110056132248894,0.944305446708464,0.009180729921872318
kr-vs-kp,MLP,linear_model,log_loss,10,0.3,0.961372787796285,0.007960133507539586,0.9599529780564262,0.008168170051249863
kr-vs-kp,MLP,random,balanced_accuracy,3,0.1,0.593667122901672,0.06592170235595778,0.5995003918495299,0.06124539049935399
kr-vs-kp,MLP,random,balanced_accuracy,7,0.2,0.6563236467991814,0.05962470915572767,0.6577184561128526,0.058174162272220574
kr-vs-kp,MLP,random,balanced_accuracy,10,0.3,0.6781245801941816,0.06437578916007076,0.6808787225705328,0.06377239815522594
kr-vs-kp,MLP,random,log_loss,3,0.1,0.5762194779687271,0.06498687746484604,0.5841741771159874,0.060446671336608984
kr-vs-kp,MLP,random,log_loss,7,0.2,0.6747885570014062,0.08817446035347522,0.674908894984326,0.08612839207861762
kr-vs-kp,MLP,random,log_loss,10,0.3,0.7144275213917473,0.09934512276823398,0.7174510188087775,0.09965658487797777
sylvine,DT,attention,balanced_accuracy,2,0.1,0.8657268360894943,0.014540287201120003,0.8657335069444445,0.01452418621009364
sylvine,DT,attention,balanced_accuracy,4,0.2,0.9168584326361868,0.012388781263604898,0.9168604562621832,0.01238492122190548
sylvine,DT,attention,balanced_accuracy,6,0.3,0.9250471181906615,0.008484361006411693,0.9250593932748539,0.008484904351301894
sylvine,DT,attention,log_loss,2,0.1,0.9026158195525292,0.008999618212711322,0.9026186342592591,0.0089896670621839
sylvine,DT,attention,log_loss,4,0.2,0.9199819126945525,0.013667707667981907,0.9199820297270955,0.013657687897109678
sylvine,DT,attention,log_loss,6,0.3,0.9156835177529183,0.013351500870098214,0.9156832510964913,0.013348603727004372
sylvine,DT,decision_tree,balanced_accuracy,2,0.1,0.8946102869649806,0.013402349705920441,0.8946131061159844,0.013401200024924792
sylvine,DT,decision_tree,balanced_accuracy,4,0.2,0.9311010457198444,0.013065893786593171,0.9311049433479532,0.013063971574135719
sylvine,DT,decision_tree,balanced_accuracy,6,0.3,0.9293508329280156,0.012529814762304569,0.9293524610136451,0.012535229435004347
sylvine,DT,decision_tree,log_loss,2,0.1,0.8948245987354084,0.013136675474579447,0.8948141295077973,0.013133847878922836
sylvine,DT,decision_tree,log_loss,4,0.2,0.9274083475194553,0.010286784150267493,0.9274046661793373,0.010283933536955116
sylvine,DT,decision_tree,log_loss,6,0.3,0.9352056481031129,0.010326823987633958,0.9352053636695906,0.010329186439486361
sylvine,DT,f_classif,balanced_accuracy,2,0.1,0.8846630289396888,0.012895407854642178,0.8846582602339181,0.012903426387667222
sylvine,DT,f_classif,balanced_accuracy,4,0.2,0.9127545902237355,0.008750572129403927,0.9127600359405458,0.008762875828600332
sylvine,DT,f_classif,balanced_accuracy,6,0.3,0.9211469479571985,0.012569294354426544,0.9211478131091617,0.012571528596379554
sylvine,DT,f_classif,log_loss,2,0.1,0.8807537390564203,0.012931305094884818,0.8807531524122807,0.012928145620801067
sylvine,DT,f_classif,log_loss,4,0.2,0.9190182696984437,0.011746159938548512,0.9190107973927875,0.011736061207424356
sylvine,DT,f_classif,log_loss,6,0.3,0.9246694126945526,0.014589852833499546,0.9246687682748538,0.014585338020030062
sylvine,DT,linear_model,balanced_accuracy,2,0.1,0.8850422543774318,0.014907500885953712,0.8850462201510721,0.014910951437322104
sylvine,DT,linear_model,balanced_accuracy,4,0.2,0.8973370622568094,0.012506129889288993,0.8973467196637428,0.012514201410943043
sylvine,DT,linear_model,balanced_accuracy,6,0.3,0.9016217777237354,0.015651420572736652,0.9016333150584795,0.015659451274783187
sylvine,DT,linear_model,log_loss,2,0.1,0.8780178441147861,0.011876187507862063,0.8780206810428849,0.011869943235640293
sylvine,DT,linear_model,log_loss,4,0.2,0.9000797969357978,0.012893679530817465,0.9000791910331383,0.012896661841590738
sylvine,DT,linear_model,log_loss,6,0.3,0.9080792497568094,0.011092303983106738,0.9080771046539962,0.011082141710632305
sylvine,DT,random,balanced_accuracy,2,0.1,0.592672361381323,0.14235304416733408,0.5926881548489279,0.14236297434593093
sylvine,DT,random,balanced_accuracy,4,0.2,0.5657237962062257,0.10996045423148909,0.5657205622563353,0.10996061924101334
sylvine,DT,random,balanced_accuracy,6,0.3,0.6252880289396887,0.13532344700030288,0.625286306042885,0.13533323533424985
sylvine,DT,random,log_loss,2,0.1,0.5823633572470818,0.14808269649229033,0.5823514406676413,0.1480722854591704
sylvine,DT,random,log_loss,4,0.2,0.545659046692607,0.05964347431637972,0.5456601029483431,0.05965158732488909
sylvine,DT,random,log_loss,6,0.3,0.689428045963035,0.17442605327512545,0.6894116258528264,0.174438872962184
sylvine,KNN,attention,balanced_accuracy,2,0.1,0.8735362962062257,0.010484054553044464,0.8735361080653021,0.010487137108855734
sylvine,KNN,attention,balanced_accuracy,4,0.2,0.8901310189688717,0.015172192606596276,0.8901273909600389,0.015190546011851793
sylvine,KNN,attention,balanced_accuracy,6,0.3,0.9149159472276265,0.011714767142898716,0.9149096156189083,0.011750434378038606
sylvine,KNN,attention,log_loss,2,0.1,0.9242810676070039,0.012620426542868355,0.9242796661793372,0.012624189795435692
sylvine,KNN,attention,log_loss,4,0.2,0.9322790004863813,0.013073342866367448,0.932277199074074,0.013058184654848237
sylvine,KNN,attention,log_loss,6,0.3,0.9166654000486382,0.011594060615307,0.9166636208576998,0.011585215081468644
sylvine,KNN,decision_tree,balanced_accuracy,2,0.1,0.9182165004863814,0.00843433646756225,0.9182234557748539,0.00845312203083514
sylvine,KNN,decision_tree,balanced_accuracy,4,0.2,0.9406698382782102,0.0064778491180580685,0.9406714485867447,0.006454155622694831
sylvine,KNN,decision_tree,balanced_accuracy,6,0.3,0.9379362232490273,0.007366525184890476,0.9379370735867447,0.007369866880009266
sylvine,KNN,decision_tree,log_loss,2,0.1,0.9203808973735409,0.014309981733925137,0.9203760812621832,0.014292907860790691
sylvine,KNN,decision_tree,log_loss,4,0.2,0.9426275231031129,0.011789420996310343,0.9426230506822613,0.011789180653993352
sylvine,KNN,decision_tree,log_loss,6,0.3,0.9297406979571985,0.009679803585048,0.9297396594785574,0.009676488072729326
sylvine,KNN,f_classif,balanced_accuracy,2,0.1,0.9100247750486382,0.01172912589710538,0.9100264223927874,0.011731395215597233
sylvine,KNN,f_classif,balanced_accuracy,4,0.2,0.9307165004863813,0.008544419487885205,0.9307143183479532,0.008573760646123418
sylvine,KNN,f_classif,balanced_accuracy,6,0.3,0.9252530702821012,0.01058119404042277,0.9252493756091618,0.010606354476271607
sylvine,KNN,f_classif,log_loss,2,0.1,0.9049557696984436,0.01753228208207265,0.9049528661062378,0.01752216425734923
sylvine,KNN,f_classif,log_loss,4,0.2,0.9305181481031128,0.011591206319550832,0.9305212902046783,0.01157291555667883
sylvine,KNN,f_classif,log_loss,6,0.3,0.9242765077821012,0.018895667728072506,0.9242739552875243,0.018899172326329396
sylvine,KNN,linear_model,balanced_accuracy,2,0.1,0.9123662451361868,0.009279402253637025,0.9123713145711501,0.009288854572377252
sylvine,KNN,linear_model,balanced_accuracy,4,0.2,0.91411265807393,0.010740295441237209,0.9141245583576998,0.010731864308611994
sylvine,KNN,linear_model,balanced_accuracy,6,0.3,0.9201726653696498,0.014896092328981779,0.9201742964181288,0.014909579280453934
sylvine,KNN,linear_model,log_loss,2,0.1,0.911391202577821,0.015591731157449896,0.9113939906189084,0.015577787989373197
sylvine,KNN,linear_model,log_loss,4,0.2,0.9151059399319067,0.016521469997931196,0.9151060702972709,0.016509731621112012
sylvine,KNN,linear_model,log_loss,6,0.3,0.9168546327821012,0.016883275512841616,0.916858171905458,0.01685583435064482
sylvine,KNN,random,balanced_accuracy,2,0.1,0.538060858463035,0.039772291248063286,0.5380570023148148,0.039760419484667485
sylvine,KNN,random,balanced_accuracy,4,0.2,0.5817303015564202,0.11126509829181011,0.5817293341861598,0.11128773474983476
sylvine,KNN,random,balanced_accuracy,6,0.3,0.6514340649319066,0.12363089709168858,0.6514418098196881,0.12365013689559035
sylvine,KNN,random,log_loss,2,0.1,0.6258397677529184,0.15663164133438603,0.6258166575292398,0.15661979560368483
sylvine,KNN,random,log_loss,4,0.2,0.6567872993677042,0.16165130481049358,0.6567898696393761,0.16164944606146556
sylvine,KNN,random,log_loss,6,0.3,0.7237574477140079,0.17748882857243903,0.723782818591618,0.1775002784709393
sylvine,LR,attention,balanced_accuracy,2,0.1,0.5683168166342412,0.014052887320364749,0.5683117842348928,0.014050841703953052
sylvine,LR,attention,balanced_accuracy,4,0.2,0.7667961150291829,0.018237882157467102,0.7667884990253412,0.018250779772731558
sylvine,LR,attention,balanced_accuracy,6,0.3,0.887002979085603,0.008412528112984957,0.8870020102339181,0.008408804901618933
sylvine,LR,attention,log_loss,2,0.1,0.913343567607004,0.012062187604808193,0.9133448312621832,0.012065964129246647
sylvine,LR,attention,log_loss,4,0.2,0.9131497750486381,0.012071210026322731,0.9131514223927875,0.012048160698211687
sylvine,LR,attention,log_loss,6,0.3,0.9166623601653697,0.011831997152648998,0.9166647630360624,0.011828720348450563
sylvine,LR,decision_tree,balanced_accuracy,2,0.1,0.9115834751945526,0.013018683749459864,0.9115870187621832,0.013021272905019532
sylvine,LR,decision_tree,balanced_accuracy,4,0.2,0.9123692850194554,0.011797968030244564,0.912369030214425,0.011794596150603713
sylvine,LR,decision_tree,balanced_accuracy,6,0.3,0.9152928927529184,0.009053114023625864,0.9152983369883041,0.009046705169481133
sylvine,LR,decision_tree,log_loss,2,0.1,0.911391202577821,0.012425539773974046,0.9113917062621832,0.012422855910377681
sylvine,LR,decision_tree,log_loss,4,0.2,0.9125638375486382,0.013191542027406702,0.9125647234405457,0.013187842006630108
sylvine,LR,decision_tree,log_loss,6,0.3,0.9133450875486382,0.012945217074187661,0.9133452119883041,0.012945936631555355
sylvine,LR,f_classif,balanced_accuracy,2,0.1,0.912367765077821,0.012209375779602006,0.9123694109405458,0.012214570451559104
sylvine,LR,f_classif,balanced_accuracy,4,0.2,0.914906827577821,0.011175237829159655,0.9149088541666666,0.011172331458072646
sylvine,LR,f_classif,balanced_accuracy,6,0.3,0.9135388801070039,0.010707859333939505,0.9135424281189083,0.010711518919937239
sylvine,LR,f_classif,log_loss,2,0.1,0.9119794199902724,0.01161886741162163,0.9119787859405457,0.011610961319140523
sylvine,LR,f_classif,log_loss,4,0.2,0.914320130107004,0.013122904361961962,0.9143213937621832,0.013109081433337574
sylvine,LR,f_classif,log_loss,6,0.3,0.9145146826361868,0.013725165650508226,0.914517086988304,0.013722999110969273
sylvine,LR,linear_model,balanced_accuracy,2,0.1,0.9137364725194553,0.011506307001781858,0.9137369791666666,0.0115026326498463
sylvine,LR,linear_model,balanced_accuracy,4,0.2,0.9141225376945525,0.009341587780080991,0.9141257005360623,0.009332267330674325
sylvine,LR,linear_model,balanced_accuracy,6,0.3,0.913930265077821,0.00918441017933913,0.91393381457115,0.009183296924918816
sylvine,LR,linear_model,log_loss,2,0.1,0.9135381201361868,0.01261431756135281,0.9135409052144249,0.012603644563904698
sylvine,LR,linear_model,log_loss,4,0.2,0.9151029000486381,0.01071389564101638,0.9151037859405458,0.010712646867390442
sylvine,LR,linear_model,log_loss,6,0.3,0.9145177225194553,0.009917281360510618,0.9145186098927874,0.00991248852298237
