dataset,aggregator,trial,n_layers,optimizer__lr,optimizer__weight_decay,n_head,n_hid,attn_dropout,ff_dropout,embed_dim,numerical_passthrough,valid_loss_opt_trial,train_bacc,val_bacc,test_bacc_trial,non_trainable_params,trainable_params,aggregator__cell,aggregator__hidden_size,aggregator__num_layers,aggregator__dropout,label,valid_loss_opt_ds_agg,valid_loss_opt_ds,test_bacc_ds_agg,test_bacc_ds
sylvine,concatenate,459350b6,1,3.836865168169329e-05,0.00012090583114136242,32,32,0.45574835070272113,0.4135970251820272,64,False,0.19210488469359782,93.021,92.819,93.238,0,195937,,,,,0,0.14636762944663442,0.12516884100146408,94.555,95.738
sylvine,concatenate,455d14f6,4,0.0002035265472444722,2.6939890356316038e-06,16,128,0.47241369181583415,0.04842319358252489,256,False,0.1700610378311898,96.262,93.947,94.555,0,1994497,,,,,0,0.14636762944663442,0.12516884100146408,94.555,95.738
sylvine,concatenate,c608d77e,4,0.00045316495489365643,4.622400679027168e-05,2,1024,0.21622057549878693,0.2624013716136375,128,False,0.17758078853763704,93.402,93.351,93.105,0,1660673,,,,,0,0.14636762944663442,0.12516884100146408,94.555,95.738
sylvine,rnn,192f0978,4,1.1986384461302656e-05,0.0009979475210088937,32,128,0.49678170718763803,0.22700383546143943,128,False,0.20112266497550213,92.533,92.919,93.325,0,4088065,GRU,1024.0,1.0,0.4995427109434671,0,0.13900593610480427,0.12516884100146408,94.96,95.738
sylvine,rnn,091894dc,4,0.0004211343373439352,0.0009058046996202953,4,512,0.04155555052163573,0.3633645744965832,32,False,0.20395204583500945,93.047,92.67,93.11,0,193665,LSTM,64.0,1.0,0.14655968931980323,0,0.13900593610480427,0.12516884100146408,94.96,95.738
sylvine,rnn,eb4c9048,2,0.0005248294995672314,1.3631905706984731e-06,1,512,0.4493923842109447,0.4847944687085242,32,False,0.20219873443245887,94.055,93.436,93.11,0,101825,GRU,32.0,2.0,0.2542742442451622,0,0.13900593610480427,0.12516884100146408,94.96,95.738
sylvine,rnn,48e1deac,1,2.6283147787854937e-05,0.00012751985460957534,8,256,0.3330879121083292,0.21091226555599699,128,False,0.18731656689287685,93.153,93.099,93.82,0,10119809,GRU,1024.0,2.0,0.480951814595589,0,0.13900593610480427,0.12516884100146408,94.96,95.738
sylvine,rnn,f9009c66,2,0.0001325704238244073,3.406725834581305e-05,32,32,0.21285444426735273,0.3068165982881578,128,False,0.17683339716037508,94.094,93.79,93.328,0,591425,LSTM,256.0,1.0,0.1674135570805862,0,0.13900593610480427,0.12516884100146408,94.96,95.738
sylvine,rnn,db38369e,1,0.00030180004035626023,4.565408926475962e-06,1,1024,0.39134308677830376,0.023097055708014902,64,False,0.16845856630315767,94.083,92.226,93.3,0,407873,LSTM,128.0,2.0,0.29220926497718996,0,0.13900593610480427,0.12516884100146408,94.96,95.738
sylvine,rnn,cb1a71a0,2,0.000509597728093539,2.5683687734217514e-05,2,32,0.24537641333265586,0.41923642212502665,64,False,0.17305803483908588,95.327,93.014,93.724,0,1302465,LSTM,512.0,1.0,0.2630906716262221,0,0.13900593610480427,0.12516884100146408,94.96,95.738
sylvine,rnn,eccbe2b0,1,0.0009756071844184001,7.669916573447532e-05,16,64,0.15089162890147256,0.14461205608967534,256,False,0.19660427464308536,94.284,93.225,93.413,0,10682945,GRU,1024.0,2.0,0.3614191666799287,0,0.13900593610480427,0.12516884100146408,94.96,95.738
sylvine,rnn,69e4bc74,3,9.290092470179235e-05,1.7926710163970535e-05,1,512,0.36500555011700647,0.055522456971573875,256,False,0.16197296728695199,94.383,93.61,93.617,0,2027521,GRU,256.0,1.0,0.1200353219409378,0,0.13900593610480427,0.12516884100146408,94.96,95.738
sylvine,rnn,b346a5d0,2,9.653662476214596e-05,0.00026923598288253404,2,1024,0.051051962571113774,0.43990017606810045,64,False,0.17418416626194902,93.934,93.389,93.523,0,328961,GRU,32.0,2.0,0.24831552271114943,0,0.13900593610480427,0.12516884100146408,94.96,95.738
sylvine,rnn,31f452f0,1,0.0009097933203043043,8.176239376158332e-05,16,64,0.1430006395815447,0.14321800820382088,256,False,0.1824705458776287,94.962,92.971,93.105,0,10682945,GRU,1024.0,2.0,0.3796039918625389,0,0.13900593610480427,0.12516884100146408,94.96,95.738
sylvine,rnn,57c72936,1,0.0009837489429313417,0.00010373642989951168,16,64,0.15927924078201064,0.1455641734940103,256,False,0.13900593610480427,95.582,95.083,94.96,0,10682945,GRU,1024.0,2.0,0.40669389827672103,0,0.13900593610480427,0.12516884100146408,94.96,95.738
sylvine,rnn,69ad250c,1,0.00036542091879751315,0.00012216572237217315,32,128,0.36311647275301023,0.36131202551846153,128,False,0.15305228663612336,95.39,94.397,93.798,0,3789313,GRU,1024.0,1.0,0.4170054032205349,0,0.13900593610480427,0.12516884100146408,94.96,95.738
sylvine,rnn,2f4657c0,1,1.794036911971025e-05,0.00016542983306977056,8,128,0.30516123371399956,0.1839014837722105,128,False,0.18793498850904586,93.027,92.883,93.538,0,3789313,GRU,1024.0,1.0,0.4657261775493579,0,0.13900593610480427,0.12516884100146408,94.96,95.738
sylvine,rnn,6fa0f276,3,7.288642769970446e-05,2.224606806456325e-05,16,64,0.3817728161711316,0.045606431353089484,256,False,0.15418234161258867,96.207,94.461,94.211,0,1338049,GRU,256.0,1.0,0.0597975654739239,0,0.13900593610480427,0.12516884100146408,94.96,95.738
sylvine,sum,20695294,4,7.665148909363848e-05,1.543620765771114e-05,4,32,0.4007289454551891,0.268773127106435,128,False,0.18100429032351426,94.607,92.95,93.803,0,329601,,,,,0,0.14666160885880633,0.12516884100146408,94.541,95.738
sylvine,sum,23a6ac0a,1,7.179811544044958e-05,0.00020753388310336513,2,128,0.10469664370918869,0.36467064030596336,128,False,0.158209088020021,97.34,94.312,94.089,0,129537,,,,,0,0.14666160885880633,0.12516884100146408,94.541,95.738
sylvine,sum,13d929fc,2,2.8811795775642575e-05,4.6795358380919635e-05,8,1024,0.3058719163915739,0.09044601587621248,32,False,0.237686608072552,91.643,90.695,91.622,0,155713,,,,,0,0.14666160885880633,0.12516884100146408,94.541,95.738
sylvine,sum,acbc463c,3,0.00014309851204584654,0.00014117353198493473,1,64,0.3648212787497229,0.2115888898126262,128,False,0.14666160885880633,97.08,94.872,93.993,0,279361,,,,,0,0.14666160885880633,0.12516884100146408,94.541,95.738
sylvine,sum,7be808d2,1,0.00043836536496216235,1.2690740650866528e-06,1,64,0.4468690851133901,0.3519967328392166,128,False,0.1591341744981161,98.343,95.203,93.874,0,113089,,,,,0,0.14666160885880633,0.12516884100146408,94.541,95.738
sylvine,sum,0d55be4a,4,0.00011337544211979641,1.146230377352898e-05,4,32,0.3778712169325358,0.26570971329274523,128,False,0.15376322502043177,97.827,94.977,93.8,0,329601,,,,,0,0.14666160885880633,0.12516884100146408,94.541,95.738
sylvine,sum,7b8e437a,4,2.3375037328975667e-05,0.0006239108399167477,32,64,0.2798872031289168,0.4358993779452955,64,False,0.2066556523417736,91.919,91.917,92.946,0,120065,,,,,0,0.14666160885880633,0.12516884100146408,94.541,95.738
sylvine,sum,fa42152e,3,0.00018291710564331885,4.573693041921569e-05,16,512,0.15167264784974197,0.00023646199470614415,256,False,0.18426160068046757,95.771,92.706,93.082,0,1632769,,,,,0,0.14666160885880633,0.12516884100146408,94.541,95.738
sylvine,sum,6facd466,4,5.456210348659777e-05,1.8720728598264282e-05,4,128,0.3779645746485215,0.2818171085425324,128,False,0.1758141942624366,94.253,92.909,93.317,0,428289,,,,,0,0.14666160885880633,0.12516884100146408,94.541,95.738
sylvine,sum,9add185e,3,0.00034396396540893457,3.326792381993303e-06,1,64,0.49721119115058726,0.48513171910627656,128,False,0.16003247505280907,95.417,93.762,94.276,0,279361,,,,,0,0.14666160885880633,0.12516884100146408,94.541,95.738
sylvine,sum,b9dfba72,3,0.00026214222556006123,4.0131895287563336e-05,1,512,0.49155224290327604,0.0032254116993361004,256,False,0.17755904860612812,94.825,93.708,94.541,0,1632769,,,,,0,0.14666160885880633,0.12516884100146408,94.541,95.738
sylvine,sum,89df890c,4,4.926915955892068e-05,1.3716091700355973e-05,4,128,0.3809589732768776,0.2942802587379517,128,False,0.15303808531133323,96.075,93.79,94.103,0,428289,,,,,0,0.14666160885880633,0.12516884100146408,94.541,95.738
sylvine,sum,a1248856,4,1.3139486799731275e-05,0.00019296399552580664,2,256,0.0527142560287151,0.197213061212406,256,False,0.1535186198277157,96.69,93.921,94.284,0,1634561,,,,,0,0.14666160885880633,0.12516884100146408,94.541,95.738
sylvine,sum,60ceb700,2,1.943791949418745e-05,0.00022024721657579296,8,128,0.27901321346431734,0.20207216738297173,32,False,0.19647235491392542,93.279,92.639,92.545,0,39233,,,,,0,0.14666160885880633,0.12516884100146408,94.541,95.738
sylvine,sum,61042da4,3,1.3218421157362316e-05,7.816319848134722e-06,2,1024,0.2291527368542811,0.05956004368516493,64,False,0.19107101913450694,94.342,92.996,93.684,0,466369,,,,,0,0.14666160885880633,0.12516884100146408,94.541,95.738
sylvine,mean,cdd74dc0,1,6.0062344199333405e-05,7.875377729160445e-05,1,1024,0.46760937548725917,0.3057433891668527,256,False,0.2024371302193712,92.237,92.169,92.149,0,841217,,,,,0,0.13452261005959237,0.12516884100146408,95.738,95.738
sylvine,mean,ee9fab74,4,0.00010164610671326791,1.2449713262369956e-05,32,512,0.48243847447163235,0.2420729068795654,128,False,0.22238248368906902,92.292,92.236,93.003,0,823041,,,,,0,0.13452261005959237,0.12516884100146408,95.738,95.738
sylvine,mean,177c52b2,3,0.0008953657285690338,1.2140970150305133e-06,8,512,0.11194865965657491,0.49793771365542694,128,False,0.1454209398641819,97.92,95.319,95.738,0,624769,,,,,0,0.13452261005959237,0.12516884100146408,95.738,95.738
sylvine,mean,56098de4,2,0.0004866919452309257,0.000255275910129547,16,256,0.44093234828737415,0.33721434288920094,32,False,0.19755728126987646,92.714,92.241,92.802,0,55873,,,,,0,0.13452261005959237,0.12516884100146408,95.738,95.738
sylvine,mean,9cb0ecaa,1,0.00023470477598441311,0.0009889800219321377,8,64,0.12190128703610083,0.4611415676343423,64,False,0.1900611171874831,92.956,92.824,93.62,0,44417,,,,,0,0.13452261005959237,0.12516884100146408,95.738,95.738
sylvine,mean,a76ffd66,3,0.0002951839591499855,1.2880561087510466e-06,8,512,0.10418371965835868,0.48022497337954784,128,False,0.13452261005959237,96.042,94.887,94.686,0,624769,,,,,0,0.13452261005959237,0.12516884100146408,95.738,95.738
sylvine,mean,e3e93e2a,3,9.490516304878949e-05,3.376832632535827e-06,1,32,0.43709942308274546,0.053481435601098304,32,False,0.20313188977266958,92.079,91.853,92.746,0,33217,,,,,0,0.13452261005959237,0.12516884100146408,95.738,95.738
sylvine,mean,18599998,2,0.0005499169384780265,2.3129592561792953e-05,2,1024,0.1937243724959043,0.15155626616601742,32,False,0.20104446597624478,91.978,92.549,93.133,0,155713,,,,,0,0.13452261005959237,0.12516884100146408,95.738,95.738
sylvine,mean,3aef0da8,1,0.0009825479851793277,1.05035891579517e-06,8,512,0.04559289026983593,0.48601631473093576,128,False,0.14802918428327963,96.041,94.386,94.004,0,228225,,,,,0,0.13452261005959237,0.12516884100146408,95.738,95.738
sylvine,mean,bef130e6,4,1.7122203816843018e-05,4.985293607059835e-05,16,128,0.21239387270910742,0.419853653104344,32,False,0.23155254886826365,90.618,91.817,90.698,0,64641,,,,,0,0.13452261005959237,0.12516884100146408,95.738,95.738
sylvine,mean,6a99d88a,1,0.00019746294331367105,0.0005586781702035764,4,64,0.0010754346747616494,0.18453308505115126,64,False,0.1940622484464789,92.559,93.056,92.827,0,44417,,,,,0,0.13452261005959237,0.12516884100146408,95.738,95.738
sylvine,mean,55da3dd2,3,0.00029863617841234823,8.202654731219392e-06,32,512,0.03026070994491248,0.37770551944686725,128,False,0.15168019248214876,95.327,94.186,94.202,0,624769,,,,,0,0.13452261005959237,0.12516884100146408,95.738,95.738
sylvine,mean,b2259662,3,0.0007863534231453227,1.2529254542340023e-06,8,512,0.0839753810553121,0.49473617821505356,128,False,0.1817918022667108,94.805,94.127,94.389,0,624769,,,,,0,0.13452261005959237,0.12516884100146408,95.738,95.738
sylvine,mean,2ca276a4,2,0.000943514226519783,1.4603743328908956e-06,32,512,0.015694230739672757,0.489056745819959,128,False,0.1642988178206653,95.906,94.348,93.571,0,426497,,,,,0,0.13452261005959237,0.12516884100146408,95.738,95.738
sylvine,mean,01c04a6a,3,2.0433261586218895e-05,5.2897675201547305e-06,16,1024,0.4743084411108514,0.377154789939819,256,False,0.1992331919228522,92.855,93.145,93.809,0,2420737,,,,,0,0.13452261005959237,0.12516884100146408,95.738,95.738
sylvine,max,3dae5f54,1,9.363111865915951e-05,0.0002401701158736219,16,256,0.08454146639563197,0.3262747165947668,128,False,0.1841440808762819,93.959,93.631,93.899,0,162433,,,,,0,0.14753436763112138,0.12516884100146408,95.526,95.738
sylvine,max,1ce5654c,1,2.338662578402126e-05,5.7278289940905e-05,4,1024,0.00575175402467085,0.3830087044366244,256,False,0.19144763950258492,93.149,93.405,93.518,0,841217,,,,,0,0.14753436763112138,0.12516884100146408,95.526,95.738
sylvine,max,ae9e085a,2,0.00022026521984735062,9.173434640440286e-06,8,32,0.1466151503430248,0.11944192316459601,64,False,0.1926794238928592,93.598,92.475,93.402,0,61377,,,,,0,0.14753436763112138,0.12516884100146408,95.526,95.738
sylvine,max,cb3c483c,1,8.324557800636785e-05,0.0009122151861797347,4,256,0.015254768503685512,0.4762279796155342,256,False,0.1564949526437899,99.056,94.833,95.526,0,447233,,,,,0,0.14753436763112138,0.12516884100146408,95.526,95.738
sylvine,max,dc336b4e,2,4.772991545314166e-05,0.00047633412544743903,16,32,0.276362761919724,0.2952104095243019,256,False,0.18776790699081086,93.378,93.215,93.617,0,613185,,,,,0,0.14753436763112138,0.12516884100146408,95.526,95.738
sylvine,max,4eaaf1c4,4,0.0007842491278258529,4.665791943992934e-06,16,512,0.14790249730101296,0.4389847740125907,64,False,0.157065201016461,98.441,93.947,93.778,0,351233,,,,,0,0.14753436763112138,0.12516884100146408,95.526,95.738
sylvine,max,2dddd83a,3,1.4146407949200677e-05,0.00018529939672060988,32,32,0.18982434724940994,0.08671016338524046,128,False,0.2078196981917249,91.748,91.879,91.852,0,254689,,,,,0,0.14753436763112138,0.12516884100146408,95.526,95.738
sylvine,max,a7c07348,4,0.00092970302941983,0.00015550712582876607,8,128,0.32416695942887547,0.1643422417280459,128,False,0.15873902062090414,97.695,95.183,94.575,0,428289,,,,,0,0.14753436763112138,0.12516884100146408,95.526,95.738
sylvine,max,bced744a,1,9.955790059288068e-05,0.0007142091573415022,4,256,0.0020203737334185956,0.4963363093169991,256,False,0.14753436763112138,98.411,95.388,94.194,0,447233,,,,,0,0.14753436763112138,0.12516884100146408,95.526,95.738
sylvine,max,3cc1318a,3,0.0003101807701817657,1.8196969391729782e-06,1,128,0.43276780995771,0.22497576428080518,128,False,0.18606464479015125,95.02,93.112,93.758,0,328705,,,,,0,0.14753436763112138,0.12516884100146408,95.526,95.738
sylvine,max,a789e08a,1,9.25179117591643e-05,0.0009335176505509373,16,256,0.1566811118126077,0.3586821089053712,128,False,0.15248378288454195,97.339,93.926,94.372,0,162433,,,,,0,0.14753436763112138,0.12516884100146408,95.526,95.738
sylvine,max,32ee4c00,1,0.00012922702595091808,0.0009428655030591937,16,256,0.07573525183528268,0.36336609689980387,32,False,0.19313365784905306,92.695,92.444,93.331,0,34849,,,,,0,0.14753436763112138,0.12516884100146408,95.526,95.738
sylvine,max,fd4bf32c,1,3.09942614137554e-05,7.326557107763747e-05,4,256,0.0012845173900462858,0.4885157611930012,256,False,0.18710518761662903,93.151,93.505,93.529,0,447233,,,,,0,0.14753436763112138,0.12516884100146408,95.526,95.738
sylvine,max,2837fd2e,1,0.0001278277319238913,0.0009762386213931413,4,256,0.08689226531294678,0.383544210793793,32,False,0.19768159698450757,92.792,93.294,93.229,0,34849,,,,,0,0.14753436763112138,0.12516884100146408,95.526,95.738
sylvine,max,5ff0b202,2,0.00043110067653106155,1.8354140977407995e-05,2,64,0.4199798584593248,0.23967351646613827,32,False,0.20169931632681343,93.068,92.236,93.087,0,30913,,,,,0,0.14753436763112138,0.12516884100146408,95.526,95.738
volkert,cls,14c2ebce,2,7.827977337425856e-05,0.0007963176026694773,32,128,0.06379020011248843,0.017168296467515165,32,False,0.9864754545363569,58.233,53.738,53.605,0,50090,,,,,0,0.9136645166180061,0.9136645166180061,59.406,59.811
volkert,cls,1728ea3a,2,0.00030594009102027236,1.9500628959826806e-06,32,32,0.0014050284236044042,0.33839668594965433,32,False,0.9886355396098858,62.271,54.804,55.135,0,37610,,,,,0,0.9136645166180061,0.9136645166180061,59.406,59.811
volkert,cls,a3f99378,4,0.0003069451292030249,3.7907886331079055e-05,8,256,0.4792079258296087,0.2477273880755384,64,False,0.9453435769786027,63.835,57.943,58.586,0,240266,,,,,0,0.9136645166180061,0.9136645166180061,59.406,59.811
volkert,cls,1b1dedf4,2,0.0002990763906464648,2.551214864235389e-05,4,1024,0.2882348881936799,0.35878955183505284,32,False,1.1023042997678503,46.492,45.042,46.007,0,166570,,,,,0,0.9136645166180061,0.9136645166180061,59.406,59.811
volkert,cls,152a091c,1,5.16085009042312e-05,5.513031668854577e-05,32,256,0.09426792331429484,0.40413254951311084,64,False,1.1687179187868864,42.778,42.128,42.068,0,90314,,,,,0,0.9136645166180061,0.9136645166180061,59.406,59.811
volkert,cls,b6b50174,3,0.0001926756798865599,2.18542621703385e-06,8,1024,0.3049391507427727,0.07509032279308908,32,False,1.0740677414944642,47.83,46.988,46.519,0,237514,,,,,0,0.9136645166180061,0.9136645166180061,59.406,59.811
volkert,cls,5f75ce2e,1,2.3492280011001983e-05,1.0669608924393197e-05,8,128,0.45927138680011986,0.1795762964235314,32,False,1.5294647836251767,25.658,25.795,25.882,0,37386,,,,,0,0.9136645166180061,0.9136645166180061,59.406,59.811
volkert,cls,48b7ea72,3,0.000338205727726819,0.00017719793045909864,1,128,0.023818353502437717,0.3336953114850285,256,False,1.063766463872929,55.269,51.803,51.091,0,1124554,,,,,0,0.9136645166180061,0.9136645166180061,59.406,59.811
volkert,cls,ad38a310,4,0.0009520374043081319,0.0002603573857853553,1,256,0.4859416626604789,0.20373915797258538,64,False,1.0599587816375133,50.917,49.823,49.092,0,240266,,,,,0,0.9136645166180061,0.9136645166180061,59.406,59.811
volkert,cls,a42f3152,4,0.0008903109833040185,0.00017012867900292034,16,256,0.4996527813574878,0.49506227861575336,64,False,0.9958481851194064,66.256,59.009,58.904,0,240266,,,,,0,0.9136645166180061,0.9136645166180061,59.406,59.811
volkert,cls,9f7c3c8a,4,1.1749789738590804e-05,9.393602447295124e-06,2,512,0.395348081508111,0.47587566246671525,128,False,1.2452518248349516,39.135,39.192,39.108,0,864714,,,,,0,0.9136645166180061,0.9136645166180061,59.406,59.811
volkert,cls,16104f4e,4,1.0615275934262412e-05,8.205603060496709e-06,2,64,0.3807973630857081,0.12314416382420089,128,False,1.285435664430938,36.537,36.53,36.28,0,404170,,,,,0,0.9136645166180061,0.9136645166180061,59.406,59.811
volkert,cls,2bbc281c,2,9.01067399386975e-05,0.000812882167308875,8,64,0.17019744813907833,0.0010284011867575764,128,False,1.0798585863837942,48.023,47.366,46.587,0,237898,,,,,0,0.9136645166180061,0.9136645166180061,59.406,59.811
volkert,cls,29d4adac,2,7.899689815642543e-05,0.0009758332944148077,32,128,0.15737021973828644,0.006449867279520476,256,False,0.931345277800811,72.177,60.447,59.406,0,794442,,,,,0,0.9136645166180061,0.9136645166180061,59.406,59.811
volkert,cls,cf88ad98,3,0.00010213776612794151,0.000685123376366909,32,128,0.19181168982092694,0.2652108747134425,256,False,0.9136645166180061,69.733,58.95,59.395,0,1124554,,,,,0,0.9136645166180061,0.9136645166180061,59.406,59.811
volkert,concatenate,6a4f6706,1,3.10555003342813e-05,1.0668865758060559e-05,1,32,0.26683211409737595,0.3300895863300377,32,False,0.9579269579560449,64.834,56.667,56.64,0,764298,,,,,0,0.9579269579560449,0.9136645166180061,57.478,59.811
volkert,concatenate,6cd67c62,2,7.438140654924313e-05,0.0004569775948989595,1,64,0.4631149191719516,0.013928489589934978,64,False,0.9717731726780864,62.493,55.682,55.623,0,1557066,,,,,0,0.9579269579560449,0.9136645166180061,57.478,59.811
volkert,concatenate,d3d5d578,1,1.8833049307657852e-05,0.0001929802484586548,2,128,0.03241342910324124,0.3885089804965419,64,False,1.0510295392350295,51.19,49.468,49.232,0,1540106,,,,,0,0.9579269579560449,0.9136645166180061,57.478,59.811
