dataset,aggregator,trial,n_layers,optimizer__lr,optimizer__weight_decay,n_head,n_hid,attn_dropout,ff_dropout,embed_dim,numerical_passthrough,valid_loss_opt_trial,train_bacc,val_bacc,test_bacc_trial,non_trainable_params,trainable_params,aggregator__cell,aggregator__hidden_size,aggregator__num_layers,aggregator__dropout,label,valid_loss_opt_ds_agg,valid_loss_opt_ds,test_bacc_ds_agg,test_bacc_ds
adult,concatenate,ea8e3a94,1,4.133352993262468e-05,6.548424538668562e-05,8,256,0.2911802206394411,0.12087886393390257,32,False,0.30102297151017937,80.219,78.699,78.367,0,90625,,,,,2,0.29823159508438385,0.29575432798418033,78.367,79.222
adult,concatenate,2a0574d6,2,0.000806077095259778,2.601804224680669e-05,1,512,0.1294424167916433,0.36681078047999405,128,True,0.33572749858204426,78.045,76.714,75.331,0,550541,,,,,2,0.29823159508438385,0.29575432798418033,78.367,79.222
adult,concatenate,c9efeb34,2,4.1314419330004135e-05,1.036602543659759e-06,8,64,0.06396837946460752,0.4925371890842305,128,False,0.2986882136823309,79.119,78.538,77.968,0,419329,,,,,2,0.29823159508438385,0.29575432798418033,78.367,79.222
adult,concatenate,a07ed702,3,1.0624583501112744e-05,1.2497751663249148e-05,4,32,0.3029155668622269,0.2402552177934393,64,False,0.3048591061134594,79.479,79.097,78.361,0,194017,,,,,2,0.29823159508438385,0.29575432798418033,78.367,79.222
adult,concatenate,122df390,2,6.577097936723004e-05,3.358082170129466e-06,32,1024,0.3377109398973668,0.11575439686706923,128,False,0.29823159508438385,79.055,78.295,77.391,0,912769,,,,,2,0.29823159508438385,0.29575432798418033,78.367,79.222
adult,rnn,92396530,1,0.0002205146410188088,0.0002793872927373613,4,128,0.4983468588760819,0.3335008069160304,128,False,0.2993144497728382,77.912,77.968,76.796,0,238721,GRU,128.0,1.0,0.022725162479176247,2,0.29593272527782954,0.29575432798418033,78.138,79.222
adult,rnn,c14b4e58,1,0.00048373432852542034,3.2846055999818187e-06,32,128,0.303795232693354,0.4667344115450695,32,False,0.30085250076636016,78.828,78.136,77.381,0,202625,GRU,128.0,2.0,0.1435215430105749,2,0.29593272527782954,0.29575432798418033,78.138,79.222
adult,rnn,2eba6a84,2,0.00010665206312168093,8.936861221722042e-05,1,64,0.02358577091806391,0.3068006478452967,128,False,0.2998669012131741,77.657,77.353,76.316,0,1241601,GRU,512.0,1.0,0.1464373704433719,2,0.29593272527782954,0.29575432798418033,78.138,79.222
adult,rnn,e647743c,2,0.00021679871999158356,0.00014914002807391675,4,128,0.47730009059391115,0.3123069747178175,128,False,0.2994877052598166,77.568,77.44,76.403,0,338305,GRU,128.0,1.0,0.011472792317136521,2,0.29593272527782954,0.29575432798418033,78.138,79.222
adult,rnn,347ab2bc,3,3.538944868217989e-05,1.913238709093863e-05,8,256,0.17954307218695612,0.08132959814612609,32,False,0.2996229148515721,78.868,78.376,77.559,0,96321,LSTM,32.0,2.0,0.34662275960264954,2,0.29593272527782954,0.29575432798418033,78.138,79.222
adult,rnn,2e74bce0,4,5.118394732952927e-05,3.0756944016454574e-05,8,1024,0.36431758489572513,0.15731214023999052,32,False,0.2983886786030215,78.898,78.612,77.882,0,308577,LSTM,32.0,1.0,0.24383048793101508,2,0.29593272527782954,0.29575432798418033,78.138,79.222
adult,rnn,de3ac114,1,2.088812656524986e-05,1.5100835036151909e-06,2,32,0.23310508292993326,0.45800090356296325,256,True,0.3248700790327664,78.302,77.338,76.8,0,387501,GRU,64.0,1.0,0.45077769499281717,2,0.29593272527782954,0.29575432798418033,78.138,79.222
adult,rnn,da75eb94,4,1.3056012807740596e-05,9.748584509282913e-06,16,256,0.26532880868543146,0.01124966765211205,64,True,0.34301515411685096,74.872,74.687,74.009,0,1104845,LSTM,256.0,2.0,0.12842915925399284,2,0.29593272527782954,0.29575432798418033,78.138,79.222
adult,rnn,ae4c34a8,4,7.792485036433377e-05,6.459825387097449e-05,1,64,0.019802224685405684,0.19958341968467153,256,False,0.29966709913745215,78.131,77.908,76.823,0,5297409,GRU,1024.0,1.0,0.15786131368639045,2,0.29593272527782954,0.29575432798418033,78.138,79.222
adult,rnn,86c608e2,2,7.06189067258444e-05,4.233392362787311e-05,4,128,0.21893517638035237,0.4371270851601086,128,False,0.2967217053193399,79.076,78.667,77.685,0,338305,GRU,128.0,1.0,0.13988585920013175,2,0.29593272527782954,0.29575432798418033,78.138,79.222
adult,rnn,7d0f2f88,3,5.3646387121768745e-05,1.0100415159385201e-06,16,256,0.261896439979193,0.43588994089477184,128,True,0.31684531395926374,79.142,77.913,77.191,0,1374733,LSTM,256.0,2.0,0.33091438543060075,2,0.29593272527782954,0.29575432798418033,78.138,79.222
adult,rnn,360b19c2,3,2.5684489507123245e-05,1.5623768202613303e-05,8,256,0.21930948466380623,0.02884269093479147,32,False,0.29771063401982417,77.995,77.863,77.088,0,931393,LSTM,256.0,2.0,0.2839400482298601,2,0.29593272527782954,0.29575432798418033,78.138,79.222
adult,rnn,059f400a,3,4.233792261439639e-05,2.1904162217804093e-05,8,1024,0.37701888915165316,0.11612737022921843,32,False,0.29593272527782954,79.517,78.62,77.572,0,237633,LSTM,32.0,1.0,0.2895479556087226,2,0.29593272527782954,0.29575432798418033,78.138,79.222
adult,rnn,86733df6,2,2.2368467524687835e-05,1.2793394363176468e-06,4,32,0.11937259231614711,0.03215272639023942,64,True,0.3148866356828584,79.764,78.154,78.138,0,116365,GRU,64.0,2.0,0.24875533170958408,2,0.29593272527782954,0.29575432798418033,78.138,79.222
adult,rnn,1166f838,3,2.042326676959948e-05,5.201618017029528e-06,8,512,0.16291046895101807,0.1576076130784091,32,False,0.3012493887392058,76.91,77.14,75.987,0,981313,LSTM,256.0,2.0,0.4129285918018009,2,0.29593272527782954,0.29575432798418033,78.138,79.222
adult,sum,5a575ca2,1,1.3192944606676963e-05,7.669955534669626e-05,16,32,0.012532893816820989,0.1427581337470555,128,False,0.3029635799817046,79.882,79.042,78.481,0,114977,,,,,2,0.29786626562782753,0.29575432798418033,78.481,79.222
adult,sum,56815730,4,5.011609964318412e-05,1.1327425012033987e-06,4,512,0.4092110594674441,0.24759427033391943,64,False,0.298887527543296,77.276,76.728,76.073,0,356289,,,,,2,0.29786626562782753,0.29575432798418033,78.481,79.222
adult,sum,a1e6c5b2,2,0.00021640569148337585,6.120054256489676e-06,16,32,0.11406838145101157,0.1887688866413581,128,False,0.302125869772063,78.818,77.558,77.03,0,189889,,,,,2,0.29786626562782753,0.29575432798418033,78.481,79.222
adult,sum,7456eacc,1,0.00044719121269477775,8.885973712915606e-06,1,1024,0.31819046940784756,0.4452010082457625,32,True,0.31667344523819724,78.973,77.926,77.003,0,87693,,,,,2,0.29786626562782753,0.29575432798418033,78.481,79.222
adult,sum,b63996d4,3,1.8009117539051517e-05,1.802038485388507e-05,8,256,0.4490589002039412,0.3771718488644544,256,False,0.3000335571682066,78.568,77.769,77.331,0,1259009,,,,,2,0.29786626562782753,0.29575432798418033,78.481,79.222
adult,sum,ffb0e6aa,3,0.00013409646885449803,0.00011310645016291908,2,64,0.25056469718904045,0.0696340155814173,256,False,0.3018218772549726,77.307,76.889,75.796,0,963521,,,,,2,0.29786626562782753,0.29575432798418033,78.481,79.222
adult,sum,c87992fe,4,7.137536376711992e-05,1.082062639538968e-06,4,512,0.22942183310501674,0.45686134381638455,64,False,0.299810507323996,77.085,76.629,75.912,0,356289,,,,,2,0.29786626562782753,0.29575432798418033,78.481,79.222
adult,sum,c2f71186,1,1.5523430993530782e-05,8.217786704496195e-05,32,256,0.011647470943578993,0.09523986743580859,128,False,0.3046830021007386,79.383,78.777,78.047,0,172545,,,,,2,0.29786626562782753,0.29575432798418033,78.481,79.222
adult,sum,138f64f8,3,0.00010995614163347493,1.0409195758428034e-05,32,256,0.04586226589992698,0.15441690046993273,32,False,0.2987717208940159,77.967,77.251,76.154,0,79425,,,,,2,0.29786626562782753,0.29575432798418033,78.481,79.222
adult,sum,00b24ba0,4,3.889125716037877e-05,1.0993314335928297e-06,4,512,0.417582172124383,0.004838510404437779,64,False,0.29786626562782753,78.245,77.583,76.606,0,356289,,,,,2,0.29786626562782753,0.29575432798418033,78.481,79.222
adult,sum,17a68982,4,8.43706523415492e-05,0.0004820981184983006,4,128,0.23487777729502018,0.3805146406118417,32,True,0.3432279063297375,75.879,75.271,74.077,0,67565,,,,,2,0.29786626562782753,0.29575432798418033,78.481,79.222
adult,sum,07dd052a,3,0.0005350694010022835,0.000367181439735378,2,1024,0.1496419253397877,0.3234899457466079,32,True,0.31787720795315455,78.48,77.854,76.376,0,229581,,,,,2,0.29786626562782753,0.29575432798418033,78.481,79.222
adult,sum,b4cd8e70,4,4.1153320353815616e-05,1.0787839435001357e-06,4,512,0.4935389219197619,0.00024092337707903866,64,False,0.29824765571577544,77.607,76.922,76.092,0,356289,,,,,2,0.29786626562782753,0.29575432798418033,78.481,79.222
adult,sum,e8d0f916,2,0.00021234646121196933,6.3404661705502135e-06,32,256,0.12126038196224458,0.20711176945117402,32,False,0.3002803027324782,77.58,77.284,76.318,0,58401,,,,,2,0.29786626562782753,0.29575432798418033,78.481,79.222
adult,sum,082e0e2a,3,7.313978802856061e-05,3.1788760655341276e-06,32,128,0.0142278882766958,0.3647774265297675,64,True,0.3428750795575635,76.047,75.087,73.981,0,124685,,,,,2,0.29786626562782753,0.29575432798418033,78.481,79.222
adult,mean,34816a70,2,0.0002933084769784042,2.1613259812660976e-06,1,256,0.04588290497994896,0.2476516113353442,128,False,0.3007072025469765,78.633,77.747,76.781,0,305025,,,,,2,0.2960057319345463,0.29575432798418033,78.2,79.222
adult,mean,7ddeb754,1,4.1172068051628085e-05,0.0003763078735966336,2,256,0.3559562460622673,0.15647204096371586,128,True,0.31948756209896584,77.764,77.118,76.373,0,171789,,,,,2,0.2960057319345463,0.29575432798418033,78.2,79.222
adult,mean,6ef5e948,2,0.00012503293923788825,1.1788532672057636e-06,32,256,0.2956218544358013,0.003479734762442732,32,True,0.31390094383216366,78.245,77.544,77.239,0,58797,,,,,2,0.2960057319345463,0.29575432798418033,78.2,79.222
adult,mean,d73d5bfe,2,4.955910995624174e-05,1.962777031436858e-06,32,256,0.05917494359143527,0.04745303449506427,256,True,0.32287325708456593,78.283,76.678,75.663,0,860941,,,,,2,0.2960057319345463,0.29575432798418033,78.2,79.222
adult,mean,de79fc96,3,0.00016899060857329795,7.664646201290993e-05,16,1024,0.4140354877881073,0.11892624615762545,32,False,0.2960057319345463,78.233,78.285,76.834,0,229185,,,,,2,0.2960057319345463,0.29575432798418033,78.2,79.222
adult,mean,525dbac4,4,0.0009726461876064027,0.0006282018729659111,16,128,0.47519652836163495,0.2222593136402757,32,False,0.2980661175017079,77.652,77.412,76.513,0,67169,,,,,2,0.2960057319345463,0.29575432798418033,78.2,79.222
adult,mean,71272d8c,4,1.1501083567060873e-05,0.00013170719647767102,4,64,0.48420363194509514,0.16376125879345918,32,False,0.3158466788553169,77.787,77.822,77.36,0,50529,,,,,2,0.2960057319345463,0.29575432798418033,78.2,79.222
adult,mean,544b9a88,4,0.00016788285369571674,0.0001367638621000807,16,64,0.4565218014240554,0.1514392119633213,32,False,0.297445183025923,78.222,78.012,76.79,0,50529,,,,,2,0.2960057319345463,0.29575432798418033,78.2,79.222
adult,mean,e7f35eba,4,0.00016519175270366345,0.00012089187640020125,16,1024,0.48737235929769773,0.16669092750297754,32,False,0.29606896693935436,79.041,78.531,77.547,0,300129,,,,,2,0.2960057319345463,0.29575432798418033,78.2,79.222
adult,mean,241eaf36,3,0.000508016949380493,1.5487307618852523e-05,32,128,0.35692010473833163,0.37175597065428884,64,True,0.31525401788915186,77.793,76.833,76.267,0,124685,,,,,2,0.2960057319345463,0.29575432798418033,78.2,79.222
adult,mean,9b1631ec,4,0.0009264580818519799,0.0009815465879714626,4,128,0.19521460639123478,0.3108787802241754,32,False,0.2992006447175738,78.173,77.676,76.533,0,67169,,,,,2,0.2960057319345463,0.29575432798418033,78.2,79.222
adult,mean,6ea353b8,3,0.0005664612719261967,0.000680863551464325,16,128,0.22757961027947454,0.29035613347906736,32,False,0.29860248216002194,76.904,76.721,75.767,0,54465,,,,,2,0.2960057319345463,0.29575432798418033,78.2,79.222
adult,mean,9bf0558c,1,0.0004462953404047182,2.019023109154151e-06,16,32,0.0684428341636713,0.009150415746164098,64,True,0.3140978379452872,78.757,77.482,77.063,0,45357,,,,,2,0.2960057319345463,0.29575432798418033,78.2,79.222
adult,mean,5d091224,1,2.315809153068571e-05,1.7043180927423874e-05,8,512,0.21471586882916643,0.47201104662653615,256,True,0.3385230471575586,76.264,75.43,74.713,0,596493,,,,,2,0.2960057319345463,0.29575432798418033,78.2,79.222
adult,mean,0e4b897a,3,0.0009277461414088469,0.00012288519420231763,16,1024,0.49416276704061585,0.22694631986532476,32,False,0.29637941454063116,79.81,78.347,78.2,0,229185,,,,,2,0.2960057319345463,0.29575432798418033,78.2,79.222
adult,max,f990304e,2,2.954118561094302e-05,6.529111179232982e-05,8,1024,0.10486213786114679,0.42335225040435387,32,True,0.34251890774240074,76.359,76.146,75.196,0,158637,,,,,2,0.29731346399571273,0.29575432798418033,79.222,79.222
adult,max,74ac794a,1,2.913048844502416e-05,1.4679989236470172e-05,1,512,0.3128903198044846,0.3995357795092627,128,True,0.3426553211158222,76.62,76.183,75.556,0,237581,,,,,2,0.29731346399571273,0.29575432798418033,79.222,79.222
adult,max,ab76d12e,3,0.00023232457167014198,1.0707410431219753e-05,1,256,0.11906562395751885,0.05725483742149373,256,True,0.32173417996562165,79.159,77.068,76.408,0,1256717,,,,,2,0.29731346399571273,0.29575432798418033,79.222,79.222
adult,max,be569568,4,0.0005168618478450058,1.5823180333875993e-06,1,256,0.12579358675375207,0.15155361852604704,256,False,0.30159673642960866,77.531,77.306,76.84,0,1654785,,,,,2,0.29731346399571273,0.29575432798418033,79.222,79.222
adult,max,644a0994,1,4.172137188840014e-05,0.0006971554516091277,4,512,0.46242186726027457,0.13789815158833574,32,False,0.30005319424912413,80.502,78.964,78.668,0,54017,,,,,2,0.29731346399571273,0.29575432798418033,79.222,79.222
adult,max,4496beca,1,0.00016836039419709778,0.0009724409881057875,4,64,0.4834662481717746,0.2412743926125163,32,False,0.29961889625901345,80.034,79.405,78.507,0,24897,,,,,2,0.29731346399571273,0.29575432798418033,79.222,79.222
adult,max,58e80e7c,1,0.00017154350278292979,0.0003987322523740295,16,64,0.4178985297483435,0.2219107364852897,32,False,0.29857283573468396,80.284,79.753,78.803,0,24897,,,,,2,0.29731346399571273,0.29575432798418033,79.222,79.222
adult,max,8b86c4b0,4,0.0001735555147663828,0.00019560917833601928,32,64,0.3896839514345073,0.21361321448891657,32,False,0.3000155192325005,80.747,79.72,79.222,0,50529,,,,,2,0.29731346399571273,0.29575432798418033,79.222,79.222
adult,max,1a1a80a8,4,0.00015634155330899313,0.00020784598659365363,32,64,0.36204642902761736,0.2652150694904597,32,False,0.29731346399571273,79.656,78.651,78.236,0,50529,,,,,2,0.29731346399571273,0.29575432798418033,79.222,79.222
adult,max,f3698c22,1,0.0001540825766195136,0.0003188259088091585,16,64,0.4090169621661589,0.29843315525694164,32,False,0.2981094204362992,80.216,79.499,78.629,0,24897,,,,,2,0.29731346399571273,0.29575432798418033,79.222,79.222
adult,max,cfc670a4,1,1.0997505758650707e-05,0.0009575599790787805,4,512,0.49239090822317755,0.2462283264399811,64,False,0.30755297347410565,79.146,79.268,78.06,0,107265,,,,,2,0.29731346399571273,0.29575432798418033,79.222,79.222
adult,max,d2e76c54,2,0.0006689824840508188,6.982811025554718e-06,1,32,0.23571718132470615,0.09413951244539664,128,False,0.3017433958774653,79.74,78.522,78.405,0,189889,,,,,2,0.29731346399571273,0.29575432798418033,79.222,79.222
adult,max,7459be1c,3,3.173356716602278e-05,2.7093008229574092e-05,8,256,0.3473544521542327,0.47487254809067636,128,True,0.31956483931499463,79.758,77.68,77.173,0,436749,,,,,2,0.29731346399571273,0.29575432798418033,79.222,79.222
adult,max,d7f09412,1,5.924202057298523e-05,0.00011927295729360835,2,128,0.19289531301688356,0.45695797730889126,32,True,0.31475670689545143,79.777,78.359,78.245,0,29453,,,,,2,0.29731346399571273,0.29575432798418033,79.222,79.222
adult,max,14441558,2,1.0257718951323334e-05,0.0007282688088007064,4,512,0.4836324547892498,0.2515845350289443,64,False,0.3050471330136869,79.952,79.824,78.616,0,190273,,,,,2,0.29731346399571273,0.29575432798418033,79.222,79.222
australian,cls,ef60f21c,4,0.0008619652799886137,1.4444838689915703e-05,4,1024,0.0764031595560774,0.28225677378090747,32,False,0.30929158131281537,87.994,88.269,87.119,0,298145,,,,,2,0.29121652051158575,0.2866617981074513,89.036,91.665
australian,cls,351d0d40,4,0.00098338057628856,3.858465105950304e-06,4,1024,0.35863659265076964,0.31903872752462814,32,False,0.3191537053688713,84.127,84.381,85.587,0,298145,,,,,2,0.29121652051158575,0.2866617981074513,89.036,91.665
australian,cls,b2811318,3,1.5697278014579154e-05,1.550120486996857e-05,16,32,0.15440628573762583,0.4194521230806093,32,True,0.6674143801564756,76.898,79.75,77.177,0,34157,,,,,2,0.29121652051158575,0.2866617981074513,89.036,91.665
australian,cls,b25421f0,4,0.00017679184305857064,0.0005141375724928644,4,1024,0.1962287696991421,0.1184329158173898,128,False,0.31330101213593414,87.309,88.438,86.608,0,1351553,,,,,2,0.29121652051158575,0.2866617981074513,89.036,91.665
australian,cls,ea9e52a6,4,0.0007932066637800296,3.6864227466175464e-06,32,256,0.32485129346610003,0.05052009154653336,128,False,0.29121652051158575,90.397,89.114,85.278,0,562049,,,,,2,0.29121652051158575,0.2866617981074513,89.036,91.665
australian,cls,ce9661b6,4,0.0005020213756304037,1.3136246697744121e-05,32,1024,0.10279463102389097,0.4429318809371461,256,False,0.3130859633286794,88.086,85.666,89.036,0,3214849,,,,,2,0.29121652051158575,0.2866617981074513,89.036,91.665
australian,cls,246b5de4,2,0.0004336403057138743,0.00012206487329769992,2,512,0.3014580459716061,0.20665565451709267,128,True,0.3941293393356213,89.024,83.198,85.618,0,427917,,,,,2,0.29121652051158575,0.2866617981074513,89.036,91.665
australian,cls,c8a00aaa,2,1.4171801730878094e-05,2.7696029050893852e-05,16,128,0.16157385217883785,0.32958603784763413,128,False,0.6322710133981013,68.518,67.647,69.842,0,231297,,,,,2,0.29121652051158575,0.2866617981074513,89.036,91.665
australian,cls,d3f34c14,1,0.00024089279695585958,4.012353809602272e-06,8,32,0.0909569525399605,0.11292748709541311,128,True,0.34907681181810907,86.537,85.396,86.64,0,106285,,,,,2,0.29121652051158575,0.2866617981074513,89.036,91.665
australian,cls,29ca5fce,4,0.0009212423669262081,8.902437631561813e-05,2,256,0.001573574323712676,0.2733009390649336,32,False,0.3401327163412951,88.135,85.801,86.64,0,98465,,,,,2,0.29121652051158575,0.2866617981074513,89.036,91.665
australian,cls,056ad1e0,1,0.00011432227035144652,9.441180282615127e-06,32,256,0.2961417906866296,0.07265109195487768,256,True,0.35244372918985895,86.537,85.801,86.64,0,449293,,,,,2,0.29121652051158575,0.2866617981074513,89.036,91.665
australian,cls,18822f44,3,5.3933065915254e-05,1.3403803719690698e-06,1,64,0.459654289352292,0.01369559563981712,64,False,0.35336461231328437,86.993,86.376,86.64,0,95937,,,,,2,0.29121652051158575,0.2866617981074513,89.036,91.665
australian,cls,2f273a14,4,0.0008995646057811352,3.6525666268095554e-06,4,1024,0.004396455562071605,0.28806268341749197,32,False,0.3057168117467908,87.429,87.796,87.737,0,298145,,,,,2,0.29121652051158575,0.2866617981074513,89.036,91.665
australian,cls,13bb9428,3,5.602136097573827e-05,1.0490836966380671e-06,32,256,0.3898937591247941,0.014211611608786895,64,False,0.32817893399708514,88.563,87.525,85.65,0,170241,,,,,2,0.29121652051158575,0.2866617981074513,89.036,91.665
australian,cls,1e761794,2,5.019457309914105e-05,0.0001481289240910341,1,512,0.4606335557315946,0.18253667936337897,64,False,0.43073469141255255,86.537,85.801,86.64,0,186305,,,,,2,0.29121652051158575,0.2866617981074513,89.036,91.665
australian,concatenate,dd366e18,2,1.216860655330264e-05,0.00014293669517716174,4,1024,0.37319144752860367,0.11528277865638359,128,False,0.34128442881763843,86.2,89.588,86.608,0,904705,,,,,2,0.30955684876096423,0.2866617981074513,91.665,91.665
australian,concatenate,a19c5b74,2,2.5991968161490413e-05,9.237115563424997e-05,1,128,0.47189272665667975,0.25634490017734746,64,True,0.42776396956996643,86.596,86.139,89.238,0,144525,,,,,2,0.30955684876096423,0.2866617981074513,91.665,91.665
australian,concatenate,4e183130,4,0.0004808031704100175,0.0004043356120562047,16,128,0.04522928906213053,0.3556680183994818,256,False,0.31820101539293927,86.372,86.241,91.665,0,1801985,,,,,2,0.30955684876096423,0.2866617981074513,91.665,91.665
australian,concatenate,b081703e,3,0.0009682739701391841,0.0008053295532670442,32,64,0.2306210462276201,0.010645362067110892,128,False,0.30955684876096423,86.6,86.815,91.016,0,494401,,,,,2,0.30955684876096423,0.2866617981074513,91.665,91.665
australian,concatenate,d7d8d4c4,2,6.097389535624582e-05,0.0009730264229046674,32,1024,0.3509557150097606,0.0011307915616944747,128,False,0.3211959449277408,87.822,85.565,87.769,0,904705,,,,,2,0.30955684876096423,0.2866617981074513,91.665,91.665
australian,concatenate,a65eab80,1,2.9118743272535525e-05,2.2144712829964215e-05,8,128,0.40679537476370475,0.13834888849645927,256,False,0.3206060118433358,88.251,86.308,89.067,0,811649,,,,,2,0.30955684876096423,0.2866617981074513,91.665,91.665
australian,concatenate,cd223fca,3,0.0003028274454923992,5.7865660002646674e-06,2,512,0.14375166404891143,0.1773928611183498,128,False,0.31743952761525696,90.221,87.052,88.897,0,839809,,,,,2,0.30955684876096423,0.2866617981074513,91.665,91.665
australian,concatenate,6398f12a,2,5.438484105075243e-05,0.0009598732844372502,4,64,0.23657339449410264,0.0981176844599711,32,False,0.31241647186486615,88.535,86.714,87.769,0,84673,,,,,2,0.30955684876096423,0.2866617981074513,91.665,91.665
australian,concatenate,d2812224,3,5.674944065461917e-05,0.0009372300241669045,32,64,0.18268109575113206,0.006928296660035822,128,False,0.3256748098394145,87.994,85.328,88.418,0,494401,,,,,2,0.30955684876096423,0.2866617981074513,91.665,91.665
australian,concatenate,bb3c9c06,3,0.00028054297505692924,0.0007745904925866023,2,32,0.17729739001069472,0.13077033309232494,32,False,0.320673957683038,87.794,87.289,87.119,0,86977,,,,,2,0.30955684876096423,0.2866617981074513,91.665,91.665
australian,concatenate,8c23331c,2,0.0001221993576843153,0.00041206796891305445,4,64,0.29196442411568885,0.21366436674421313,32,True,0.3580673881199049,87.194,86.139,87.939,0,60493,,,,,2,0.30955684876096423,0.2866617981074513,91.665,91.665
australian,concatenate,7911b8e8,1,1.8471690050072092e-05,1.011557066612318e-06,4,256,0.05922248644213468,0.45351961638754423,256,True,0.36881597448086395,86.709,87.12,87.939,0,678413,,,,,2,0.30955684876096423,0.2866617981074513,91.665,91.665
australian,concatenate,8760b96c,4,6.0904560946201806e-05,4.644978374016729e-06,1,128,0.07000259874920833,0.28410477592480016,64,False,0.31512267002161,87.482,89.993,87.598,0,260609,,,,,2,0.30955684876096423,0.2866617981074513,91.665,91.665
australian,concatenate,4dea7af6,4,0.00015227675190329946,0.00014146619126992083,8,256,0.2082337423147519,0.016965274724115353,32,True,0.37208899207737134,86.28,87.525,86.64,0,127501,,,,,2,0.30955684876096423,0.2866617981074513,91.665,91.665
australian,concatenate,abbffdd6,1,0.0008084657361632187,1.6806965072524893e-05,32,64,0.2898838006973957,0.06005836129303049,128,False,0.31318487939627276,86.656,86.241,91.665,0,328129,,,,,2,0.30955684876096423,0.2866617981074513,91.665,91.665
australian,rnn,3782f21e,2,0.0002037883917005981,5.2339863528132445e-05,2,128,0.12695905193959206,0.06844821919162142,128,True,0.37348854023477307,87.197,86.308,89.547,0,1594381,LSTM,512.0,1.0,0.41363578790569006,2,0.3084318287994551,0.2866617981074513,89.547,91.665
australian,rnn,ab26bd7c,4,1.9870152188452532e-05,0.0009967249965844728,16,512,0.361397911810631,0.3836442282657048,32,False,0.55217946353166,77.26,79.885,75.921,0,490625,LSTM,256.0,1.0,0.24634458676215143,2,0.3084318287994551,0.2866617981074513,89.547,91.665
australian,rnn,77e334d6,4,5.3353518311083196e-05,0.0006661011823342999,16,512,0.39958114211300166,0.4935592380372155,32,False,0.3087044582850691,89.024,87.458,89.376,0,490625,LSTM,256.0,1.0,0.3269815394478899,2,0.3084318287994551,0.2866617981074513,89.547,91.665
australian,rnn,57b91d10,2,1.004357653115089e-05,1.3676714251295664e-06,8,1024,0.43887428195932887,0.292495056597509,128,True,0.6554405119108118,81.742,81.778,82.915,0,694221,GRU,32.0,1.0,0.14040820290276163,2,0.3084318287994551,0.2866617981074513,89.547,91.665
australian,rnn,7286a25c,3,4.1168835706720754e-05,6.180682911052118e-06,16,32,0.3787063358972826,0.46461588810147825,32,False,0.3654013725294583,85.399,87.694,85.31,0,885697,LSTM,256.0,2.0,0.34885721919553353,2,0.3084318287994551,0.2866617981074513,89.547,91.665
australian,rnn,3fdfa4b6,3,0.0009331779694855264,8.09793960347713e-05,1,64,0.2933126268104461,0.19382638760658372,64,True,0.3420053763666015,87.313,87.052,85.139,0,178573,GRU,128.0,1.0,0.18303313950069966,2,0.3084318287994551,0.2866617981074513,89.547,91.665
australian,rnn,9946e6e0,4,0.00011009504381365569,0.000220866556827684,16,512,0.39980989549994184,0.45802149995156227,32,False,0.35688125612079236,86.737,86.376,85.821,0,173441,LSTM,32.0,1.0,0.24450966752381836,2,0.3084318287994551,0.2866617981074513,89.547,91.665
australian,rnn,5120df2e,4,0.0002084609520814931,7.872649325244578e-05,16,256,0.40818392306551826,0.025481554523213323,64,False,0.3084318287994551,92.733,86.308,86.917,0,253441,LSTM,64.0,1.0,0.191857726335399,2,0.3084318287994551,0.2866617981074513,89.547,91.665
australian,rnn,4539441c,4,0.00020047198615798183,0.0001283506832409262,32,128,0.13306986104569057,0.13215696443248592,64,True,0.40338287534921063,89.08,86.308,85.789,0,4741645,LSTM,1024.0,1.0,0.12009769912862578,2,0.3084318287994551,0.2866617981074513,89.547,91.665
australian,rnn,6d283bb8,2,3.301170431784899e-05,5.851145650095405e-06,4,32,0.2923374444019633,0.2873657810346684,256,True,0.4797600309054057,87.794,86.545,84.831,0,677197,GRU,64.0,2.0,0.023577658994020256,2,0.3084318287994551,0.2866617981074513,89.547,91.665
australian,rnn,2aeb11b2,4,0.00030399886022480685,0.0007355138416772065,2,256,0.29153216673586113,0.319094372479029,256,True,0.40987315903539245,85.054,86.376,86.64,0,15382541,LSTM,1024.0,2.0,0.126996510064199,2,0.3084318287994551,0.2866617981074513,89.547,91.665
australian,rnn,2ac14b5c,1,0.0007107982074642184,1.74861689669449e-05,2,256,0.48313774813293087,0.12114226521056914,64,False,0.317021909399309,91.819,87.221,88.557,0,136769,LSTM,64.0,2.0,0.05552647313317666,2,0.3084318287994551,0.2866617981074513,89.547,91.665
australian,rnn,a5315bf2,4,1.762586066937615e-05,0.00023149867202110018,16,512,0.3837612551423958,0.4569100744831056,32,False,0.6196573177973429,71.419,75.558,71.993,0,490625,LSTM,256.0,1.0,0.24181688962125794,2,0.3084318287994551,0.2866617981074513,89.547,91.665
australian,rnn,7dd9a5a0,4,6.467332684453738e-05,0.00045877206666936586,16,512,0.017583801084315787,0.03537056685797504,32,False,0.43471993613934173,87.366,83.029,86.3,0,194177,LSTM,64.0,1.0,0.2938933789232754,2,0.3084318287994551,0.2866617981074513,89.547,91.665
