dataset,aggregator,n_layers,optimizer__lr,n_head,n_hid,dropout,numerical_passthrough,trial,trial_balanced_accuracy_max,training_iter_sec,non_trainable_params,trainable_params,label,balanced_accuracy_train,balanced_accuracy_val,balanced_accuracy_test,n_parameters,n_trainable
sylvine,concatenate,2,0.016472992146502916,16,256,0.36726050546429334,False,5,0.9205074027908673,27.789639701843264,0.0,105089.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,3,0.0016132430582896852,8,1024,0.2922827358533121,False,6,0.9224759067278752,37.36280619382859,0.0,2389761.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,2,0.004280027894936838,1,32,0.46442302030054294,False,7,0.9224759067278752,18.88057321707407,0.0,160065.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,3,0.00142707518546267,8,1024,0.3074823111793311,False,8,0.9243684066518711,37.34148818969727,0.0,2389761.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,1,0.000689294588022009,8,512,0.371587479641326,False,9,0.9225139087343812,14.341416295369461,0.0,1618945.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,2,0.0036442390180899445,1,128,0.44508327076997123,False,10,0.9224759067278752,17.769837021827698,0.0,209409.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,2,0.0010037379996721482,8,32,0.3834019007429734,False,11,0.9224759067278752,18.48878664970397,0.0,2212929.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,4,0.00042868328371812193,16,1024,0.43148164224108765,False,12,0.9012783874988599,8.772310829162597,0.0,3179521.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,3,0.00038384552509525906,8,1024,0.25769552236892285,False,13,0.9088483871948438,8.253635835647582,0.0,2389761.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,1,0.09719218113188748,16,256,0.36305760900300377,False,14,0.9146778949928556,5.624099715550741,0.0,55105.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,2,0.00012541206099345352,2,512,0.23812587009357492,True,15,0.6177074149515095,3.095753256479899,0.0,169917.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,1,0.00017249610010986764,32,512,0.308294390160978,True,16,0.6306128963609279,3.007961781819662,0.0,86909.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,4,1.1971848773575293e-05,2,64,0.18396333731290032,False,17,0.9011643814793421,45.263282356262216,0.0,17420545.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,3,0.00031349972767212055,16,128,0.12555475947172662,False,18,0.9224759067278752,24.721251273155204,0.0,13479297.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,1,0.002197249311974222,16,64,0.27908549686239514,True,19,0.7428176207703767,3.073816172281901,0.0,10525.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,3,0.023219480293772656,32,1024,0.06510358214618034,False,20,0.9146778949928556,22.752411548296603,0.0,2389761.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,3,2.771433091552958e-05,32,64,0.16941372474360222,False,21,0.8739853464262912,7.751614665985106,0.0,3397313.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,2,0.0016618291743195634,16,512,0.3954640046191313,False,22,0.9244064086583772,28.555888235569,0.0,171137.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,3,5.401830610099295e-05,16,64,0.09051271058418353,False,23,0.9166844009363695,38.74047929286956,0.0,13085889.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,4,0.0004165160947969863,8,1024,0.42246413631420676,False,24,0.8954488797008482,8.736697800954182,0.0,3179521.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,1,0.000696877169777493,16,512,0.3389036748350158,False,25,0.8915498738333384,5.5351641019185385,0.0,88129.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,2,7.6712227421189e-05,4,256,0.34133637314498405,False,26,0.7423235946857993,6.617595720291138,0.0,44609.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,2,0.006634428522771401,16,128,0.44978719162434233,False,27,0.9224759067278752,18.418940802415204,0.0,72065.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,1,0.001594933840011634,16,64,0.33479702251998267,False,28,0.9224379047213693,22.34227770090103,0.0,30337.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,concatenate,2,0.00016199396684261967,16,32,0.39759293710759464,True,29,0.3753686194631076,3.098325077692667,0.0,46077.0,0,0.920683039908228,0.9205074027908673,0.9186763496848451,171137,171137
sylvine,rnn,1,0.09709186060739215,4,1024,0.03031299012647598,True,0,0.9126333870428358,7.125662779808043,0.0,6363197.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,3,0.02292944285115994,4,64,0.31654233089808015,False,1,0.9243304046453653,25.060542559623713,0.0,88929.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,1,0.024914881675038632,32,64,0.0015591049241842026,False,2,0.5379792053020399,5.994365247090657,0.0,41633.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,1,0.017816218651266258,2,1024,0.10296071996401157,False,3,0.9417429240263886,26.143039746284476,0.0,2203425.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,4,2.766547403466032e-05,1,32,0.11956156277000679,True,4,0.3842990909920044,3.1558291435241705,0.0,1138877.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,1,1.1329965946647153e-05,2,1024,0.28583715727510706,False,5,0.5019685039370079,6.191570329666138,0.0,6464737.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,2,0.04030353401811469,4,64,0.07236711013547659,False,6,0.9088863892013498,7.527548472086589,0.0,66849.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,1,0.08743730701961447,4,1024,0.2908104235698745,False,7,0.9494649317483963,27.734100899696355,0.0,8726017.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,2,0.04038582536493682,32,64,0.47127535488516625,False,8,0.6938254339829143,7.035263125101725,0.0,66849.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,2,0.013991091163890674,32,512,0.18156816376695928,False,9,0.9281914085063692,22.649070421854653,0.0,5288449.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,1,0.045355443581653436,2,1024,0.00228453361500916,False,10,0.9340969203173928,16.504191323121386,0.0,2203425.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,4,0.0039356962421417735,16,256,0.4893030229861213,False,11,0.6096433891709483,8.843752002716064,0.0,574913.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,4,0.008988783419944338,1,128,0.3714527308088778,True,12,0.8662633387042835,5.322439304987589,0.0,52797.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,4,0.0016699454263048971,1,1024,0.3584250481231421,False,13,0.5039750098805217,9.70579220453898,0.0,2700801.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,1,0.008309642187201313,8,64,0.019538200982500684,False,14,0.5168576900860365,6.0679482618967695,0.0,18945.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,2,7.157671352626861e-05,4,512,0.41863282611405106,False,15,0.5131562946523577,7.612405204772948,0.0,1390849.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,1,0.08664545258855991,4,1024,0.30828751904844454,False,16,0.9244444106648831,17.087449856599164,0.0,400449.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,1,0.09380117361880687,4,64,0.0023134009936726374,False,17,0.9439394400024321,25.391897902488715,0.0,38497.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,2,0.00053179859388697,8,256,0.13835387402942484,True,18,0.41439668014471165,3.0843572139739996,0.0,806973.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,2,0.06319391968685785,4,64,0.08122975854410178,False,19,0.9379959261849026,25.50815592606862,0.0,17128577.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,1,0.09155535495773831,4,64,0.09291888548255536,False,20,0.9476864378439182,25.935351207256314,0.0,4531553.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,3,0.005518186404587511,16,64,0.2497777894082518,False,21,0.9224759067278752,40.519070281982394,0.0,935073.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,4,0.0004871124183385571,8,512,0.0709512180430043,True,22,0.5001672088286261,3.1181721528371176,0.0,6342717.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,1,0.012258166959075872,2,1024,0.16743109564120828,False,23,0.9379199221718906,25.228440241813665,0.0,2203425.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,3,0.0009317472170741527,2,32,0.22267519181827816,True,24,0.6558614294834768,3.1238899072011317,0.0,12868765.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,1,0.05370512329621882,2,1024,0.09257012636009049,False,25,0.9476864378439182,26.36134777784348,0.0,2203425.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,2,0.00011234962938182013,4,128,0.4150424146224996,False,26,0.4816222296537257,7.595787398020426,0.0,503553.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,1,0.03329937835623231,4,1024,0.3311664800529297,False,27,0.7661280515611224,6.447957324981689,0.0,3502401.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,4,0.0026968249622839956,16,32,0.03976255751414437,False,28,0.6189538807649044,9.093150854110718,0.0,1175969.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,rnn,1,0.003617845803997171,16,64,0.19929719303491988,True,29,0.8468823153862524,5.173136126995085,0.0,4396157.0,0,0.9747641388089081,0.9476484358374122,0.9448935781492647,4531553,4531553
sylvine,sum,4,0.0024929534349176943,16,1024,0.1424723025573486,False,0,0.9066138692122945,8.524604320526123,0.0,1327233.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,1,0.000852561391661903,8,1024,0.1830831865694047,False,1,0.9223619007083574,15.093337134520208,0.0,6364161.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,4,0.00023079785229135094,16,1024,0.4124918601243785,False,2,0.9224759067278752,41.80436537027358,0.0,8442369.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,4,0.026787117201600708,8,1024,0.2981896895979271,False,3,0.5,9.997119617462157,0.0,25269249.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,3,4.119260189467341e-05,16,1024,0.4967196326541049,False,4,0.6002872951691849,7.667500782012938,0.0,997377.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,3,0.02241880405983076,4,32,0.3021036790711976,True,5,0.8662633387042835,3.12067666053772,0.0,67165.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,4,0.00018014193694131127,2,128,0.44801521284080625,True,6,0.5490833916030766,3.1312939325968423,0.0,1335869.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,4,0.0020686209800251485,16,1024,0.21105137048975067,False,7,0.9222098926823337,41.09996865272521,0.0,1327233.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,3,0.05694514819451411,4,512,0.33898419525939316,False,8,0.5,7.78587597211202,0.0,4765185.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,4,0.016608239489234976,1,32,0.2707448897255027,False,9,0.5,9.166406647364298,0.0,17138817.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,2,0.014349040720896373,1,64,0.09894918531775769,False,10,0.9125573830298239,18.442434553305308,0.0,54337.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,4,0.011492458306588885,1,1024,0.07098542753278769,False,11,0.9203933967713496,41.47751066207884,0.0,1327233.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,4,0.0019134780328010099,16,1024,0.3860900048149323,False,12,0.9222098926823337,26.327582331498444,0.0,1327233.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,3,1.403735798396464e-05,16,256,0.3576191003330384,False,13,0.901202383485848,36.40792458534241,0.0,3977985.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,4,0.0026630050736939056,16,1024,0.20470373206466919,False,14,0.9202033867388197,25.76311080058416,0.0,1327233.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,3,0.07603078952771518,1,512,0.38619179071072685,False,15,0.5,7.456417862574259,0.0,602625.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,4,0.004810933883682568,16,1024,0.1436147004750372,False,16,0.9065758672057884,8.826749801635742,0.0,8442369.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,3,4.104982287289947e-05,1,128,0.42387069125075255,False,17,0.6330374243760071,7.933593018849691,0.0,306561.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,1,9.420217869845899e-05,4,256,0.17722301548782887,True,18,0.3927431368376251,3.1193104743957516,0.0,1346365.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,3,2.435074731307378e-05,8,256,0.08854856508271758,False,19,0.5863633599854072,7.65184988975525,0.0,65025.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,2,1.1833696300328653e-05,2,64,0.2904733684686854,True,20,0.42775818563220136,2.9787737369537353,0.0,54333.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,4,0.006842071692418268,1,1024,0.006846219713764978,False,21,0.9164563888973338,41.6080986022949,0.0,3174657.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,4,0.036290516446795124,16,1024,0.04098042368417881,False,22,0.5,8.783234961827596,0.0,8442369.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,2,0.0003763074610885085,32,64,0.11853656900269927,False,23,0.736304076855258,6.361315282185872,0.0,19041.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,4,0.0007207313768564142,16,1024,0.22885026829352587,False,24,0.900556349375247,8.436542844772339,0.0,1327233.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,2,0.007954412540983927,2,32,0.475787753890152,True,25,0.8527498251907701,3.051189994812012,0.0,577149.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,4,0.0001295487393893887,32,1024,0.08365745220667242,True,26,0.4039461283555772,3.1201093514760334,0.0,8441917.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,4,0.001922923325074525,16,1024,0.20629558716759758,False,27,0.9240643905998236,25.813251197338097,0.0,1327233.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,3,0.0003455885394035351,4,512,0.05059102393051906,True,28,0.45807618642264314,3.0902590910593672,0.0,252925.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,sum,3,0.00037717846329966343,32,128,0.008113835175585143,False,29,0.6650959170644211,7.253266922632853,0.0,40065.0,0,0.9232193456674143,0.9242544006323534,0.9274002009683018,8442369,8442369
sylvine,mean,4,0.0009333183969163438,1,256,0.41381781660090655,False,0,0.883599854072295,42.009724302291865,0.0,537729.0,0,0.9622984151423742,0.9477244398504241,0.9355302822691147,1215617,1215617
sylvine,mean,2,0.0013728364159770648,32,32,0.07403026610849567,True,1,0.6572295017176907,3.1003824710845946,0.0,46077.0,0,0.9622984151423742,0.9477244398504241,0.9355302822691147,1215617,1215617
sylvine,mean,2,0.031984932303927946,16,64,0.1625496742317653,False,2,0.9204313987778554,19.152267924944553,0.0,2268801.0,0,0.9622984151423742,0.9477244398504241,0.9355302822691147,1215617,1215617
sylvine,mean,1,0.06756685159663285,1,64,0.007692216060700474,False,3,0.9165323929103457,14.756019318103784,0.0,29121.0,0,0.9622984151423742,0.9477244398504241,0.9355302822691147,1215617,1215617
sylvine,mean,4,2.566541507611745e-05,2,512,0.23270489587258852,False,4,0.44439546408050346,8.489254299799601,0.0,2124033.0,0,0.9622984151423742,0.9477244398504241,0.9355302822691147,1215617,1215617
sylvine,mean,4,0.06298842483438202,8,1024,0.2427712660655137,True,5,0.9087343811753261,7.309927678108213,0.0,8441917.0,0,0.9622984151423742,0.9477244398504241,0.9355302822691147,1215617,1215617
sylvine,mean,3,0.08006012949176436,8,1024,0.4967365560362049,True,6,0.9048733773143223,5.360256354014078,0.0,6339133.0,0,0.9622984151423742,0.9477244398504241,0.9355302822691147,1215617,1215617
sylvine,mean,4,0.00029226837409861015,4,128,0.45159727406757333,True,7,0.5144787644787645,3.081258296966553,0.0,406077.0,0,0.9622984151423742,0.9477244398504241,0.9355302822691147,1215617,1215617
sylvine,mean,3,0.013588652637354457,4,128,0.3348252708655605,False,8,0.9224379047213693,38.5277494096756,0.0,13459841.0,0,0.9622984151423742,0.9477244398504241,0.9355302822691147,1215617,1215617
sylvine,mean,2,0.00014921120587181428,32,128,0.3585605608299039,False,9,0.5673319551272307,6.310021448135377,0.0,27361.0,0,0.9622984151423742,0.9477244398504241,0.9355302822691147,1215617,1215617
sylvine,mean,3,0.0070416734533627475,16,64,0.14826342343531768,False,10,0.9243304046453653,37.29803067207336,0.0,3387585.0,0,0.9622984151423742,0.9477244398504241,0.9355302822691147,1215617,1215617
sylvine,mean,1,3.180974572023882e-05,1,256,0.19232802293386864,True,11,0.4787492779618764,2.9588201522827147,0.0,140221.0,0,0.9622984151423742,0.9477244398504241,0.9355302822691147,1215617,1215617
sylvine,mean,2,0.00033707199141201703,32,512,0.3158869079944678,False,12,0.6273903262092239,6.609697993596395,0.0,3187201.0,0,0.9622984151423742,0.9477244398504241,0.9355302822691147,1215617,1215617
sylvine,mean,3,0.005998214491822536,8,1024,0.3539496740314467,False,13,0.9244064086583772,35.77269703865052,0.0,6339585.0,0,0.9622984151423742,0.9477244398504241,0.9355302822691147,1215617,1215617
sylvine,mean,3,0.09650129080228878,8,1024,0.494011590362132,True,14,0.9048733773143223,5.4384951670964545,0.0,6339133.0,0,0.9622984151423742,0.9477244398504241,0.9355302822691147,1215617,1215617
sylvine,mean,3,0.015030808984611264,8,1024,0.3754528047041963,True,15,0.8546423251147661,3.1237745761871336,0.0,6339133.0,0,0.9622984151423742,0.9477244398504241,0.9355302822691147,1215617,1215617
