dataset,cluster,model,selection_method,opt_metric,n_features_selected,features_percent,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std
adult,C0,KNN,random,log_loss,1,0.1,0.5,0.0,0.2392817647833001,9.418661374133206e-05
adult,C0,KNN,random,log_loss,2,0.2,0.5101126183977234,0.0013047832632536779,0.25654153222730497,0.0017368798775556763
adult,C0,KNN,random,log_loss,4,0.3,0.5276835376793982,0.004836306092591626,0.2967937962154953,0.005196741336179571
adult,C0,KNN,random_1,log_loss,1,0.1,0.5021564444831034,0.0008772758832488735,0.24349939685661282,0.0011664903556435565
adult,C0,KNN,random_1,log_loss,2,0.2,0.5531654398863662,0.006567341830103586,0.7246223207482163,0.005163765290197908
adult,C0,KNN,random_1,log_loss,4,0.3,0.6534498594905762,0.00587750384468609,0.7875188340848525,0.0035107338766165257
adult,C0,KNN,random_2,log_loss,1,0.1,0.5010606957098706,0.000381019713703812,0.240940149230835,0.0006277302613248171
adult,C0,KNN,random_2,log_loss,2,0.2,0.5194442794653651,0.001886456806301495,0.2721224821173644,0.0026914457412020357
adult,C0,KNN,random_2,log_loss,4,0.3,0.5425580640632595,0.008055630997470985,0.3250886901603381,0.013381514104157652
adult,C0,KNN,random_3,log_loss,1,0.1,0.5,0.0,0.2392817647833001,9.418661374133206e-05
adult,C0,KNN,random_3,log_loss,2,0.2,0.5575866290116926,0.008125984592324133,0.7135457747689068,0.0055568584624457
adult,C0,KNN,random_3,log_loss,4,0.3,0.6127833242214091,0.004309809838583884,0.42831987472724425,0.005921721471077103
adult,C0,KNN,random_4,log_loss,1,0.1,0.5021564444831034,0.0008772758832488735,0.24349939685661282,0.0011664903556435565
adult,C0,KNN,random_4,log_loss,2,0.2,0.5294478790890251,0.0028832066290789557,0.28899287209420266,0.003909317607895027
adult,C0,KNN,random_4,log_loss,4,0.3,0.7731614235008222,0.004058890913549627,0.7239466534553536,0.005578702038503956
adult,C0,LR,attention,log_loss,1,0.1,0.5,0.0,0.7607182352166999,9.418661374139647e-05
adult,C0,LR,attention,log_loss,2,0.2,0.5920134305937811,0.006643605571439813,0.795012389797446,0.0036735535901034
adult,C0,LR,attention,log_loss,4,0.3,0.736853051505302,0.0049204214148961915,0.8382949358589071,0.002467862840486648
adult,C0,LR,decision_tree,log_loss,1,0.1,0.5,0.0,0.7607182352166999,9.418661374139647e-05
adult,C0,LR,decision_tree,log_loss,2,0.2,0.500015853699254,0.00015515449076325454,0.7606977601962249,0.00016006326135767132
adult,C0,LR,decision_tree,log_loss,4,0.3,0.6993599555073069,0.006671244177139025,0.8191311424013573,0.003650206374686826
adult,C0,LR,f_classif,log_loss,1,0.1,0.5,0.0,0.7607182352166999,9.418661374139647e-05
adult,C0,LR,f_classif,log_loss,2,0.2,0.49986542860744054,0.00020060179118097998,0.7605135017775755,0.0003408553222028748
adult,C0,LR,f_classif,log_loss,4,0.3,0.6993773396901903,0.006110633597148941,0.8198272428006307,0.0026800096989091646
adult,C0,LR,linear_model,log_loss,1,0.1,0.5947909127252438,0.005502623885239617,0.8001309856427564,0.003430246586091587
adult,C0,LR,linear_model,log_loss,2,0.2,0.5920134305937811,0.006643605571439813,0.795012389797446,0.0036735535901034
adult,C0,LR,linear_model,log_loss,4,0.3,0.597751671751359,0.006154980946020259,0.7961588903502925,0.0035873988479601
adult,C0,LR,random,log_loss,1,0.1,0.507601154118589,0.003080901117209852,0.7531427626565804,0.001749168450876028
adult,C0,LR,random,log_loss,2,0.2,0.5904342792032464,0.00482885466850079,0.7966708329246712,0.0027864934980990565
adult,C0,LR,random,log_loss,4,0.3,0.5570816361565766,0.004027283447725414,0.7711805389645717,0.0033367680372046807
adult,C0,LR,random_1,log_loss,1,0.1,0.5389494825704555,0.004200830955332878,0.7730847326343744,0.0023304246834778687
adult,C0,LR,random_1,log_loss,2,0.2,0.5110857338310755,0.0019951017060841603,0.7621923319057403,0.0011648978406481332
adult,C0,LR,random_1,log_loss,4,0.3,0.5386766197346208,0.00520163425010505,0.7627656031391957,0.0020741072375258787
adult,C0,LR,random_2,log_loss,1,0.1,0.5,0.0,0.7607182352166999,9.418661374139647e-05
adult,C0,LR,random_2,log_loss,2,0.2,0.5247853389556384,0.0038601108189203095,0.7593874343311395,0.001988610396496324
adult,C0,LR,random_2,log_loss,4,0.3,0.62353115247436,0.006638677233514481,0.7943777605650686,0.003370489134298576
