dataset,cluster,model,selection_method,opt_metric,n_features_selected,features_percent,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std
adult,C1,MLP,random_3,log_loss,1,0.1,0.5445925004551557,0.06204726109420276,0.7651188272188008,0.01359986776920928
adult,C1,MLP,random_4,log_loss,1,0.1,0.5680534694249106,0.07294687397955864,0.7822004760645331,0.03578918904847932
adult,C2,KNN,attention,log_loss,1,0.1,0.501424920677715,0.0023372216617972654,0.11849015317286653,0.003284301182325139
adult,C2,KNN,decision_tree,log_loss,1,0.1,0.5226142640638133,0.008583139600175142,0.873413566739606,0.005761755698944264
adult,C2,KNN,f_classif,log_loss,1,0.1,0.501424920677715,0.0023372216617972654,0.11849015317286653,0.003284301182325139
adult,C2,KNN,linear_model,log_loss,1,0.1,0.5013134336772629,0.00238179403271369,0.12051422319474836,0.006447256244457802
adult,C2,KNN,random,log_loss,1,0.1,0.5137682747152259,0.015253897434136143,0.2135120350109409,0.23222829824829258
adult,C2,KNN,random_1,log_loss,1,0.1,0.5054809014841605,0.0065464858390776055,0.13047045951859956,0.019845448580735305
adult,C2,KNN,random_2,log_loss,1,0.1,0.5141557452652534,0.015743193257431457,0.22341356673960613,0.2294284026172458
adult,C2,KNN,random_3,log_loss,1,0.1,0.5306597946961895,0.04634566811347713,0.2438183807439825,0.23532134692949616
adult,C2,KNN,random_4,log_loss,1,0.1,0.511498961925598,0.016746973535491642,0.20645514223194747,0.23965028063989463
adult,C2,MLP,attention,log_loss,1,0.1,0.5,0.0,0.8858862144420131,0.0002824933148218821
adult,C2,MLP,decision_tree,log_loss,1,0.1,0.5,0.0,0.8858862144420131,0.0002824933148218821
adult,C2,MLP,f_classif,log_loss,1,0.1,0.5,0.0,0.8858862144420131,0.0002824933148218821
adult,C2,MLP,linear_model,log_loss,1,0.1,0.5,0.0,0.8858862144420131,0.0002824933148218821
adult,C2,MLP,random,log_loss,1,0.1,0.5050151611578825,0.011704865665281746,0.886269146608315,0.0011661762914164486
adult,C2,MLP,random_1,log_loss,1,0.1,0.5051009290116981,0.01623928927794118,0.8864332603938732,0.00186317137482785
adult,C2,MLP,random_2,log_loss,1,0.1,0.5117047630088832,0.021905649784251763,0.8874179431072211,0.0026774842951097907
adult,C2,MLP,random_3,log_loss,1,0.1,0.5013805602335044,0.00447528007682355,0.886105032822757,0.0010569931981174179
adult,C2,MLP,random_4,log_loss,1,0.1,0.5102790059191563,0.016216181194085678,0.886706783369803,0.0014230206429706191
adult,C3,KNN,attention,log_loss,1,0.1,0.5193698187440976,0.0033144205195410024,0.3306533719542658,0.004539341782049885
adult,C3,KNN,decision_tree,log_loss,1,0.1,0.524319333183502,0.008096614339178474,0.6394300565077048,0.005637043430857942
adult,C3,KNN,f_classif,log_loss,1,0.1,0.5034723095005592,0.0032646856463683315,0.3081660751865686,0.005057261568246044
adult,C3,KNN,linear_model,log_loss,1,0.1,0.5000621461022722,0.0002551695812167612,0.3032816144171009,0.00037265132871454164
adult,C3,KNN,random,log_loss,1,0.1,0.5053999007977816,0.008227098509985122,0.3111186092322666,0.012224968962504858
adult,C3,KNN,random_1,log_loss,1,0.1,0.5068123515117714,0.00851448313774214,0.37568084924634826,0.14014429306981344
adult,C3,KNN,random_2,log_loss,1,0.1,0.507199714844697,0.007392318906477378,0.3142213818114046,0.010642125173873342
adult,C3,KNN,random_3,log_loss,1,0.1,0.508196418798807,0.010689253395930987,0.34473986524090194,0.10550046190523983
adult,C3,KNN,random_4,log_loss,1,0.1,0.5091285989669381,0.013811486087584498,0.3460762737530383,0.10587526085048217
adult,C3,MLP,attention,log_loss,1,0.1,0.5125958508164206,0.0038731755315445406,0.7042483284539461,0.002330562889601727
adult,C3,MLP,decision_tree,log_loss,1,0.1,0.5,0.0,0.6968710314532809,0.00018763288595295477
adult,C3,MLP,f_classif,log_loss,1,0.1,0.5744013397520057,0.006499966804138763,0.722055373926729,0.004699586902276512
adult,C3,MLP,linear_model,log_loss,1,0.1,0.5,0.0,0.6968710314532809,0.00018763288595295477
adult,C3,MLP,random,log_loss,1,0.1,0.5088824708980958,0.011654678307840624,0.699465881823053,0.0031801623818795916
adult,C3,MLP,random_1,log_loss,1,0.1,0.5168172786201606,0.02927420947161864,0.699771768926716,0.008406544886817545
adult,C3,MLP,random_2,log_loss,1,0.1,0.5181027998422553,0.02660285370470864,0.7020602921419863,0.00710992353678189
adult,C3,MLP,random_3,log_loss,1,0.1,0.5220712917393151,0.0357383032265392,0.7027728379914009,0.010828113113608156
adult,C3,MLP,random_4,log_loss,1,0.1,0.5348302180351288,0.032926737959624794,0.7070966998775623,0.010709453001591079
anneal,C0,KNN,attention,log_loss,3,0.1,0.9104166666666667,0.14267411390219947,0.96,0.046613726585340076
anneal,C0,KNN,decision_tree,log_loss,3,0.1,0.9222222222222222,0.1660482353441474,0.9733333333333334,0.06440611887195306
anneal,C0,KNN,f_classif,log_loss,3,0.1,0.9222222222222222,0.1660482353441474,0.9733333333333334,0.06440611887195306
anneal,C0,KNN,linear_model,log_loss,3,0.1,0.9333333333333333,0.14054567378526128,0.9866666666666667,0.028109134757052217
anneal,C0,KNN,random,log_loss,3,0.1,0.6028769841269841,0.20847398565239156,0.6585714285714286,0.16336179121793434
anneal,C0,KNN,random_1,log_loss,3,0.1,0.6267857142857143,0.25582237993003326,0.6799999999999999,0.20560059566614003
anneal,C0,KNN,random_2,log_loss,3,0.1,0.5866071428571429,0.20869417918221914,0.64,0.16086187618536762
anneal,C0,KNN,random_3,log_loss,3,0.1,0.5641865079365079,0.279986201785267,0.6133333333333333,0.24904756846438933
anneal,C0,KNN,random_4,log_loss,3,0.1,0.6668650793650793,0.24833260199323812,0.7257142857142858,0.21119105778270342
anneal,C0,MLP,attention,log_loss,3,0.1,0.9333333333333333,0.14054567378526128,0.9866666666666667,0.028109134757052217
anneal,C0,MLP,decision_tree,log_loss,3,0.1,0.9222222222222222,0.1660482353441474,0.9733333333333334,0.06440611887195306
anneal,C0,MLP,f_classif,log_loss,3,0.1,0.9222222222222222,0.1660482353441474,0.9733333333333334,0.06440611887195306
anneal,C0,MLP,linear_model,log_loss,3,0.1,0.9333333333333333,0.14054567378526128,0.9866666666666667,0.028109134757052217
anneal,C0,MLP,random,log_loss,3,0.1,0.6754960317460317,0.21388752380025944,0.7333333333333333,0.17213259316477408
anneal,C0,MLP,random_1,log_loss,3,0.1,0.75625,0.2693245007948498,0.8104761904761905,0.23148278155341645
anneal,C0,MLP,random_2,log_loss,3,0.1,0.6682539682539683,0.2055948768339437,0.7038095238095238,0.17768988757136608
anneal,C0,MLP,random_3,log_loss,3,0.1,0.5705357142857143,0.15736672615784347,0.6304761904761904,0.16791220155963257
anneal,C0,MLP,random_4,log_loss,3,0.1,0.7491071428571429,0.21859563704617554,0.7971428571428572,0.18153901011768084
anneal,C1,KNN,attention,log_loss,3,0.1,0.6209280303030302,0.15612921379217015,0.8910384068278805,0.022860138308840167
anneal,C1,KNN,decision_tree,log_loss,3,0.1,0.9959280303030302,0.007093421033430205,0.989402560455192,0.01846921408114776
anneal,C1,KNN,f_classif,log_loss,3,0.1,0.9979482323232324,0.004326145879171656,0.9946657183499289,0.011246902577648554
anneal,C1,KNN,linear_model,log_loss,3,0.1,0.9979482323232324,0.004326145879171656,0.9946657183499289,0.011246902577648554
anneal,C1,KNN,random,log_loss,3,0.1,0.48409090909090907,0.19410726957286473,0.34416785206258893,0.31577211053836834
anneal,C1,KNN,random_1,log_loss,3,0.1,0.4545454545454546,0.15281893222774703,0.5133001422475106,0.4093968382298532
anneal,C1,KNN,random_2,log_loss,3,0.1,0.5628787878787879,0.21948384853623654,0.5438833570412518,0.3891624374307493
anneal,C1,KNN,random_3,log_loss,3,0.1,0.6223169191919192,0.22908439229919564,0.5502133712660029,0.3730136714555935
anneal,C1,KNN,random_4,log_loss,3,0.1,0.5611426767676767,0.21421783978908843,0.5521337126600285,0.3191439924637994
anneal,C1,MLP,attention,log_loss,3,0.1,0.3333333333333333,0.0,0.8724039829302989,0.010373128727558785
anneal,C1,MLP,decision_tree,log_loss,3,0.1,0.9878787878787879,0.03833063830507127,0.9945945945945945,0.017093392757666925
anneal,C1,MLP,f_classif,log_loss,3,0.1,0.9979482323232324,0.004326145879171656,0.9946657183499289,0.011246902577648554
anneal,C1,MLP,linear_model,log_loss,3,0.1,0.9979482323232324,0.004326145879171656,0.9946657183499289,0.011246902577648554
anneal,C1,MLP,random,log_loss,3,0.1,0.43661616161616157,0.1496918445090796,0.8696301564722617,0.023830998673282956
anneal,C1,MLP,random_1,log_loss,3,0.1,0.3416666666666667,0.026352313834736504,0.8750355618776672,0.012392009002169059
anneal,C1,MLP,random_2,log_loss,3,0.1,0.423989898989899,0.13938768711884655,0.8909672830725462,0.036115572553867804
anneal,C1,MLP,random_3,log_loss,3,0.1,0.48484848484848486,0.16501751858374203,0.8857041251778094,0.04657993630405004
anneal,C1,MLP,random_4,log_loss,3,0.1,0.3525252525252525,0.060690177316362816,0.8697012802275961,0.007975168983955344
anneal,C2,KNN,attention,log_loss,3,0.1,0.9,0.21081851067789195,0.993103448275862,0.014539207632958004
anneal,C2,KNN,decision_tree,log_loss,3,0.1,0.9,0.21081851067789195,0.993103448275862,0.014539207632958004
anneal,C2,KNN,f_classif,log_loss,3,0.1,0.9,0.21081851067789195,0.993103448275862,0.014539207632958004
anneal,C2,KNN,linear_model,log_loss,3,0.1,0.9,0.21081851067789195,0.993103448275862,0.014539207632958004
anneal,C2,KNN,random,log_loss,3,0.1,0.9,0.21081851067789195,0.993103448275862,0.014539207632958004
anneal,C2,KNN,random_1,log_loss,3,0.1,0.9,0.21081851067789195,0.993103448275862,0.014539207632958004
anneal,C2,KNN,random_2,log_loss,3,0.1,0.9,0.21081851067789195,0.993103448275862,0.014539207632958004
anneal,C2,KNN,random_3,log_loss,3,0.1,0.9,0.21081851067789195,0.993103448275862,0.014539207632958004
anneal,C2,KNN,random_4,log_loss,3,0.1,0.9,0.21081851067789195,0.993103448275862,0.014539207632958004
anneal,C2,MLP,attention,log_loss,3,0.1,0.9,0.21081851067789195,0.993103448275862,0.014539207632958004
anneal,C2,MLP,decision_tree,log_loss,3,0.1,1.0,0.0,1.0,0.0
anneal,C2,MLP,f_classif,log_loss,3,0.1,1.0,0.0,1.0,0.0
anneal,C2,MLP,linear_model,log_loss,3,0.1,1.0,0.0,1.0,0.0
anneal,C2,MLP,random,log_loss,3,0.1,0.9,0.21081851067789195,0.993103448275862,0.014539207632958004
anneal,C2,MLP,random_1,log_loss,3,0.1,0.9,0.21081851067789195,0.993103448275862,0.014539207632958004
anneal,C2,MLP,random_2,log_loss,3,0.1,0.9,0.21081851067789195,0.993103448275862,0.014539207632958004
anneal,C2,MLP,random_3,log_loss,3,0.1,0.9,0.21081851067789195,0.993103448275862,0.014539207632958004
anneal,C2,MLP,random_4,log_loss,3,0.1,0.95,0.15811388300841897,0.9965517241379309,0.010904405724718546
anneal,C3,KNN,attention,log_loss,3,0.1,0.769047619047619,0.2641915557517149,0.9,0.12227832606829024
anneal,C3,KNN,decision_tree,log_loss,3,0.1,0.85,0.1995364999563108,0.9555555555555555,0.05737753105492471
anneal,C3,KNN,f_classif,log_loss,3,0.1,0.8833333333333334,0.1932503014547343,0.9666666666666666,0.053671765726627574
anneal,C3,KNN,linear_model,log_loss,3,0.1,0.8952380952380953,0.16917984246951404,0.9555555555555555,0.07768954430890011
anneal,C3,KNN,random,log_loss,3,0.1,0.41517857142857145,0.09751787327052333,0.4208333333333333,0.356334144636386
anneal,C3,KNN,random_1,log_loss,3,0.1,0.6238095238095238,0.21554597075260903,0.523611111111111,0.36135141577004
anneal,C3,KNN,random_2,log_loss,3,0.1,0.7169642857142857,0.3076691035924254,0.788888888888889,0.25899457388217906
anneal,C3,KNN,random_3,log_loss,3,0.1,0.6428571428571429,0.20937945965512572,0.7166666666666666,0.2777160425224809
anneal,C3,KNN,random_4,log_loss,3,0.1,0.6309523809523809,0.20855052926144305,0.586111111111111,0.3500073485413153
anneal,C3,MLP,attention,log_loss,3,0.1,0.6785714285714286,0.2477538298220312,0.8875,0.07420416816721419
anneal,C3,MLP,decision_tree,log_loss,3,0.1,0.7690476190476191,0.18580583823930166,0.9,0.06307180135528301
anneal,C3,MLP,f_classif,log_loss,3,0.1,0.7309523809523809,0.18169230508301515,0.8777777777777777,0.08198497637473581
anneal,C3,MLP,linear_model,log_loss,3,0.1,0.8619047619047618,0.17880936529065325,0.9444444444444444,0.0785674201318386
anneal,C3,MLP,random,log_loss,3,0.1,0.44375,0.20788145437742656,0.8208333333333334,0.07648002419919149
anneal,C3,MLP,random_1,log_loss,3,0.1,0.45,0.13721210039142742,0.8319444444444445,0.05724663868388748
anneal,C3,MLP,random_2,log_loss,3,0.1,0.5476190476190477,0.2057377999494559,0.8222222222222222,0.11944085553034885
anneal,C3,MLP,random_3,log_loss,3,0.1,0.4770833333333333,0.2082296132590042,0.7972222222222223,0.0717816571974604
anneal,C3,MLP,random_4,log_loss,3,0.1,0.4666666666666666,0.21942686286812776,0.8319444444444445,0.07759292406894637
australian,C0,KNN,attention,log_loss,1,0.1,0.6131818181818182,0.1398837848848187,0.6173684210526316,0.14105197695579957
australian,C0,KNN,decision_tree,log_loss,1,0.1,0.5737878787878788,0.15602245473831214,0.6023684210526316,0.14360509142707867
australian,C0,KNN,f_classif,log_loss,1,0.1,0.5737878787878788,0.15602245473831214,0.6023684210526316,0.14360509142707867
australian,C0,KNN,linear_model,log_loss,1,0.1,0.5737878787878788,0.15602245473831214,0.6023684210526316,0.14360509142707867
australian,C0,KNN,random,log_loss,1,0.1,0.5156060606060606,0.07236177095204901,0.5455263157894736,0.061953054636254154
australian,C0,KNN,random_1,log_loss,1,0.1,0.5703030303030303,0.09049938855145084,0.591578947368421,0.08452791067075895
australian,C0,KNN,random_2,log_loss,1,0.1,0.5138383838383838,0.08706917068283922,0.541578947368421,0.08114675176270107
australian,C0,KNN,random_3,log_loss,1,0.1,0.5420202020202021,0.09050596490238737,0.5618421052631579,0.08364438715548214
australian,C0,KNN,random_4,log_loss,1,0.1,0.5203030303030303,0.07095587138896495,0.5457894736842105,0.07252853101803694
australian,C0,MLP,attention,log_loss,1,0.1,0.6269191919191919,0.12263175630262957,0.6371052631578948,0.11727154893492624
australian,C0,MLP,decision_tree,log_loss,1,0.1,0.8097979797979798,0.1088110576834437,0.8060526315789474,0.10872983056259451
australian,C0,MLP,f_classif,log_loss,1,0.1,0.8097979797979798,0.1088110576834437,0.8060526315789474,0.10872983056259451
australian,C0,MLP,linear_model,log_loss,1,0.1,0.8097979797979798,0.1088110576834437,0.8060526315789474,0.10872983056259451
australian,C0,MLP,random,log_loss,1,0.1,0.5512121212121212,0.10861083418040675,0.5705263157894737,0.0988997645846695
australian,C0,MLP,random_1,log_loss,1,0.1,0.6318686868686869,0.12152350809471608,0.6473684210526316,0.11017068936014918
australian,C0,MLP,random_2,log_loss,1,0.1,0.5658080808080808,0.139100451051655,0.5852631578947369,0.13149236917684234
australian,C0,MLP,random_3,log_loss,1,0.1,0.510959595959596,0.15357522999498063,0.5160526315789473,0.155861420481731
australian,C0,MLP,random_4,log_loss,1,0.1,0.5814646464646465,0.14157559526316868,0.5968421052631578,0.14027300471235046
australian,C1,KNN,attention,log_loss,1,0.1,0.4927083333333333,0.028246906582517686,0.7684210526315789,0.02717883049970119
australian,C1,KNN,decision_tree,log_loss,1,0.1,0.5,0.0,0.7947368421052632,0.016643566632465114
australian,C1,KNN,f_classif,log_loss,1,0.1,0.5,0.0,0.7947368421052632,0.016643566632465114
australian,C1,KNN,linear_model,log_loss,1,0.1,0.5058333333333334,0.046820183998246195,0.7894736842105263,0.04297350425935399
australian,C1,KNN,random,log_loss,1,0.1,0.5216666666666667,0.0685160159703149,0.8,0.022191422176620186
australian,C1,KNN,random_1,log_loss,1,0.1,0.5333333333333333,0.07071067811865477,0.7894736842105263,0.024810764252159574
australian,C1,KNN,random_2,log_loss,1,0.1,0.5485416666666667,0.08627923775326224,0.7842105263157895,0.03883498880908536
australian,C1,KNN,random_3,log_loss,1,0.1,0.4991666666666667,0.024984563135298742,0.7789473684210526,0.03328713326493029
australian,C1,KNN,random_4,log_loss,1,0.1,0.5583333333333333,0.08388704928078612,0.8,0.02219142217662018
australian,C1,MLP,attention,log_loss,1,0.1,0.5427083333333333,0.08599482515653895,0.7894736842105263,0.042973504259354006
australian,C1,MLP,decision_tree,log_loss,1,0.1,0.8375,0.10009640414848474,0.8578947368421053,0.06587713458076698
australian,C1,MLP,f_classif,log_loss,1,0.1,0.8375,0.10009640414848474,0.8578947368421053,0.06587713458076698
australian,C1,MLP,linear_model,log_loss,1,0.1,0.5891666666666666,0.10894060563240666,0.8052631578947368,0.025423467975770917
australian,C1,MLP,random,log_loss,1,0.1,0.5425,0.0779214942057662,0.7894736842105263,0.04962152850431911
australian,C1,MLP,random_1,log_loss,1,0.1,0.521875,0.06509467523405547,0.7789473684210526,0.04836508334066744
australian,C1,MLP,random_2,log_loss,1,0.1,0.5741666666666667,0.1668725580114476,0.8105263157894737,0.050846935951541924
australian,C1,MLP,random_3,log_loss,1,0.1,0.5625,0.15866193970549808,0.8210526315789475,0.0665742665298606
australian,C1,MLP,random_4,log_loss,1,0.1,0.5583333333333333,0.11124991330278214,0.8,0.03328713326493028
australian,C2,KNN,attention,log_loss,1,0.1,0.5,0.0,0.2658008658008658,0.014602147925741441
australian,C2,KNN,decision_tree,log_loss,1,0.1,0.9039583333333333,0.08184109537375041,0.9404761904761905,0.04848839143930079
australian,C2,KNN,f_classif,log_loss,1,0.1,0.9039583333333333,0.08184109537375041,0.9404761904761905,0.04848839143930079
australian,C2,KNN,linear_model,log_loss,1,0.1,0.9039583333333333,0.08184109537375041,0.9404761904761905,0.04848839143930079
australian,C2,KNN,random,log_loss,1,0.1,0.5814583333333333,0.15851430325500523,0.6147186147186148,0.23903788211737706
australian,C2,KNN,random_1,log_loss,1,0.1,0.57125,0.1382234056755339,0.47099567099567097,0.24336338053065984
australian,C2,KNN,random_2,log_loss,1,0.1,0.5275000000000001,0.10809178912638652,0.43896103896103894,0.2399047943834453
australian,C2,KNN,random_3,log_loss,1,0.1,0.6475000000000001,0.20256790889982892,0.6590909090909091,0.24379305462353215
australian,C2,KNN,random_4,log_loss,1,0.1,0.6191666666666666,0.12629651691628388,0.5504329004329004,0.21191754807418486
australian,C2,MLP,attention,log_loss,1,0.1,0.5,0.0,0.7341991341991342,0.01460214792574139
australian,C2,MLP,decision_tree,log_loss,1,0.1,0.9039583333333333,0.08184109537375041,0.9404761904761905,0.04848839143930079
australian,C2,MLP,f_classif,log_loss,1,0.1,0.9039583333333333,0.08184109537375041,0.9404761904761905,0.04848839143930079
australian,C2,MLP,linear_model,log_loss,1,0.1,0.9039583333333333,0.08184109537375041,0.9404761904761905,0.04848839143930079
australian,C2,MLP,random,log_loss,1,0.1,0.6018749999999999,0.17667968702019923,0.7846320346320346,0.09317840335102347
australian,C2,MLP,random_1,log_loss,1,0.1,0.5333333333333334,0.09118137534538812,0.7296536796536797,0.030804785722249355
australian,C2,MLP,random_2,log_loss,1,0.1,0.5952083333333333,0.16252685556813126,0.7571428571428571,0.0634494150347543
australian,C2,MLP,random_3,log_loss,1,0.1,0.5322916666666667,0.09400043710497272,0.7205627705627705,0.05236176847693221
australian,C2,MLP,random_4,log_loss,1,0.1,0.65625,0.19812975857898757,0.8023809523809524,0.09919021251419761
australian,C3,KNN,attention,log_loss,1,0.1,0.4714285714285714,0.036885555678165885,0.7569444444444444,0.059738369910018276
australian,C3,KNN,decision_tree,log_loss,1,0.1,0.530952380952381,0.149450998347383,0.7138888888888889,0.15427159703450763
australian,C3,KNN,f_classif,log_loss,1,0.1,0.5523809523809524,0.13656790856857132,0.75,0.16743649370393632
australian,C3,KNN,linear_model,log_loss,1,0.1,0.5523809523809524,0.13656790856857132,0.75,0.16743649370393632
australian,C3,KNN,random,log_loss,1,0.1,0.5,0.0,0.8041666666666666,0.04962565628096896
australian,C3,KNN,random_1,log_loss,1,0.1,0.4714285714285714,0.036885555678165885,0.7583333333333333,0.07724686523931189
australian,C3,KNN,random_2,log_loss,1,0.1,0.5107142857142858,0.08916658719559051,0.7930555555555555,0.0842160043634611
australian,C3,KNN,random_3,log_loss,1,0.1,0.5,0.0,0.8041666666666666,0.04962565628096896
australian,C3,KNN,random_4,log_loss,1,0.1,0.55,0.15811388300841897,0.826388888888889,0.07808855459922685
australian,C3,MLP,attention,log_loss,1,0.1,0.5,0.0,0.8041666666666666,0.04962565628096896
australian,C3,MLP,decision_tree,log_loss,1,0.1,0.48571428571428577,0.03011693009684171,0.7805555555555556,0.06029192813370261
australian,C3,MLP,f_classif,log_loss,1,0.1,0.5,0.0,0.8041666666666666,0.04962565628096896
australian,C3,MLP,linear_model,log_loss,1,0.1,0.5,0.0,0.8041666666666666,0.04962565628096896
australian,C3,MLP,random,log_loss,1,0.1,0.5,0.0,0.8041666666666666,0.04962565628096896
australian,C3,MLP,random_1,log_loss,1,0.1,0.4928571428571429,0.022587697572631286,0.7916666666666667,0.04536092116265145
australian,C3,MLP,random_2,log_loss,1,0.1,0.5178571428571429,0.08459922859257084,0.8041666666666666,0.07215393257669729
australian,C3,MLP,random_3,log_loss,1,0.1,0.4928571428571429,0.02258769757263128,0.7930555555555555,0.06594581992803483
australian,C3,MLP,random_4,log_loss,1,0.1,0.5,0.0,0.8041666666666666,0.04962565628096896
jasmine,C0,KNN,attention,log_loss,14,0.1,0.5192307692307693,0.09674556771514335,0.39583333333333337,0.08673608331108887
jasmine,C0,KNN,decision_tree,log_loss,14,0.1,0.48044871794871796,0.027465785701069542,0.74875,0.03972562145517675
jasmine,C0,KNN,f_classif,log_loss,14,0.1,0.4958333333333333,0.013176156917368259,0.76125,0.06358775650844883
jasmine,C0,KNN,linear_model,log_loss,14,0.1,0.4641025641025641,0.04059266717689121,0.7112499999999999,0.05816941254263754
jasmine,C0,KNN,random,log_loss,14,0.1,0.49935897435897436,0.1094321705723193,0.6733333333333333,0.09996527174752018
jasmine,C0,KNN,random_1,log_loss,14,0.1,0.5330128205128205,0.12407935860014398,0.6720833333333334,0.11310792535352143
jasmine,C0,KNN,random_2,log_loss,14,0.1,0.5227564102564102,0.06850032113193782,0.74875,0.0646706399123023
jasmine,C0,KNN,random_3,log_loss,14,0.1,0.4987179487179487,0.1372287367992618,0.6741666666666667,0.13623577057874775
jasmine,C0,KNN,random_4,log_loss,14,0.1,0.5282051282051282,0.12290318934571146,0.6733333333333333,0.12329391261894843
jasmine,C0,MLP,attention,log_loss,14,0.1,0.5128205128205128,0.061965811965811975,0.7737499999999999,0.05185784522240692
jasmine,C0,MLP,decision_tree,log_loss,14,0.1,0.4852564102564102,0.09511787597219366,0.7170833333333333,0.09385950394862248
jasmine,C0,MLP,f_classif,log_loss,14,0.1,0.5391025641025641,0.11091369707698004,0.7491666666666668,0.08197504136874471
jasmine,C0,MLP,linear_model,log_loss,14,0.1,0.4439102564102564,0.054961692807230685,0.6675,0.08644201653259959
jasmine,C0,MLP,random,log_loss,14,0.1,0.5012820512820513,0.07671803155989862,0.7358333333333333,0.05727209261579846
jasmine,C0,MLP,random_1,log_loss,14,0.1,0.5221153846153845,0.08551614677641715,0.755,0.05342440141608202
jasmine,C0,MLP,random_2,log_loss,14,0.1,0.5006410256410256,0.04259592741520896,0.755,0.05342440141608203
jasmine,C0,MLP,random_3,log_loss,14,0.1,0.5048076923076923,0.054124610690129644,0.755,0.0610100173924104
