train_loss,valid_loss,balanced_accuracy,accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
1.5378022511404879,1.3729399053009026,0.35393219094953915,0.5398730920939805,4.310452699661255,False,,,1,157a4cc2,b5f0733d64e24cc79208f085da679f16,2022-10-18_03-47-03,1666064823,4.310452699661255,1097,940b4fdab825,172.18.0.3,4.310452699661255,0,1
1.3681020615461086,1.3144136354661973,0.3876827881692696,0.5587377808266164,1.6674284934997559,False,,,2,157a4cc2,b5f0733d64e24cc79208f085da679f16,2022-10-18_03-47-05,1666064825,5.977881193161011,1097,940b4fdab825,172.18.0.3,5.977881193161011,0,2
1.3268322474836711,1.287032990058195,0.4000697552823339,0.5630252100840336,1.797001600265503,False,,,3,157a4cc2,b5f0733d64e24cc79208f085da679f16,2022-10-18_03-47-07,1666064827,7.774882793426514,1097,940b4fdab825,172.18.0.3,7.774882793426514,0,3
1.303042719977897,1.2694637662774395,0.4084569953081557,0.5664551534899674,1.8263165950775146,False,,,4,157a4cc2,b5f0733d64e24cc79208f085da679f16,2022-10-18_03-47-09,1666064829,9.601199388504028,1097,940b4fdab825,172.18.0.3,9.601199388504028,0,4
1.2864309913849181,1.2566209635099157,0.41613020346009505,0.570571085577088,1.643305778503418,False,,,5,157a4cc2,b5f0733d64e24cc79208f085da679f16,2022-10-18_03-47-10,1666064830,11.244505167007446,1097,940b4fdab825,172.18.0.3,11.244505167007446,0,5
1.2738062479221643,1.2466402020713638,0.4209636437105605,0.5740010289830217,1.7436788082122803,False,,,6,157a4cc2,b5f0733d64e24cc79208f085da679f16,2022-10-18_03-47-12,1666064832,12.988183975219727,1097,940b4fdab825,172.18.0.3,12.988183975219727,0,6
1.2637771954362254,1.2386311974253137,0.42230886867771134,0.5753730063453953,1.691828966140747,False,,,7,157a4cc2,b5f0733d64e24cc79208f085da679f16,2022-10-18_03-47-14,1666064834,14.680012941360474,1097,940b4fdab825,172.18.0.3,14.680012941360474,0,7
1.2555985346275504,1.2320793981802358,0.4258244085649995,0.5779454638998457,1.7469019889831543,False,,,8,157a4cc2,b5f0733d64e24cc79208f085da679f16,2022-10-18_03-47-15,1666064835,16.426914930343628,1097,940b4fdab825,172.18.0.3,16.426914930343628,0,8
1.248808768330788,1.226645411277304,0.4294395069791788,0.5793174412622192,1.740971326828003,False,,,9,157a4cc2,b5f0733d64e24cc79208f085da679f16,2022-10-18_03-47-17,1666064837,18.16788625717163,1097,940b4fdab825,172.18.0.3,18.16788625717163,0,9
1.2430929178399177,1.2220877442918456,0.4283362064295685,0.5788029497513291,1.7333672046661377,False,,,10,157a4cc2,b5f0733d64e24cc79208f085da679f16,2022-10-18_03-47-19,1666064839,19.90125346183777,1097,940b4fdab825,172.18.0.3,19.90125346183777,0,10
1.23822274217882,1.218224510752384,0.4310654602470108,0.5803464242839993,1.860543966293335,False,,,11,157a4cc2,b5f0733d64e24cc79208f085da679f16,2022-10-18_03-47-21,1666064841,21.761797428131104,1097,940b4fdab825,172.18.0.3,21.761797428131104,0,11
1.2340271102484617,1.2149181892401235,0.4317821886039878,0.5803464242839993,1.8174738883972168,False,,,12,157a4cc2,b5f0733d64e24cc79208f085da679f16,2022-10-18_03-47-23,1666064843,23.57927131652832,1097,940b4fdab825,172.18.0.3,23.57927131652832,0,12
1.230375419491418,1.212061336837406,0.4317251938072836,0.5801749271137027,1.7722394466400146,False,,,13,157a4cc2,b5f0733d64e24cc79208f085da679f16,2022-10-18_03-47-24,1666064844,25.351510763168335,1097,940b4fdab825,172.18.0.3,25.351510763168335,0,13
1.2271671065579268,1.2095709877835192,0.43161189000838346,0.5803464242839993,1.7618341445922852,False,,,14,157a4cc2,b5f0733d64e24cc79208f085da679f16,2022-10-18_03-47-26,1666064846,27.11334490776062,1097,940b4fdab825,172.18.0.3,27.11334490776062,0,14
1.2243236627367753,1.2073821795168678,0.4325935527736732,0.5815469044760762,1.656740427017212,True,,,15,157a4cc2,b5f0733d64e24cc79208f085da679f16,2022-10-18_03-47-28,1666064848,28.770085334777832,1097,940b4fdab825,172.18.0.3,28.770085334777832,0,15
