train_loss,valid_loss,balanced_accuracy,accuracy,roc_auc,f1,recall,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
0.6985967519626762,0.71899168897653,0.4787878787878788,0.48125,0.4787878787878788,0.4275862068965517,0.4,2.6444666385650635,False,,,1,2bc1ca54,330cf1b29b524bb3a2cc1694835dfe82,2022-07-11_09-39-05,1657550345,2.6444666385650635,19724,desktop,192.168.100.15,2.6444666385650635,0,1
0.6923582508288475,0.6907762814487797,0.5453567937438906,0.540625,0.5453567937438906,0.5950413223140496,0.6967741935483871,0.6030845642089844,False,,,2,2bc1ca54,330cf1b29b524bb3a2cc1694835dfe82,2022-07-11_09-39-06,1657550346,3.247551202774048,19724,desktop,192.168.100.15,3.247551202774048,0,2
0.6943021194738991,0.7084165334468707,0.5067448680351906,0.5125,0.5067448680351906,0.39062500000000006,0.3225806451612903,0.5949640274047852,False,,,3,2bc1ca54,330cf1b29b524bb3a2cc1694835dfe82,2022-07-11_09-39-06,1657550346,3.842515230178833,19724,desktop,192.168.100.15,3.842515230178833,0,3
0.6948120102048772,0.71024266841996,0.5299120234604106,0.515625,0.5299120234604106,0.6637744034707158,0.9870967741935484,0.5972638130187988,False,,,4,2bc1ca54,330cf1b29b524bb3a2cc1694835dfe82,2022-07-11_09-39-07,1657550347,4.439779043197632,19724,desktop,192.168.100.15,4.439779043197632,0,4
0.6934705506427234,0.6923514026915655,0.5100684261974584,0.50625,0.5100684261974585,0.5536723163841808,0.632258064516129,0.6033928394317627,False,,,5,2bc1ca54,330cf1b29b524bb3a2cc1694835dfe82,2022-07-11_09-39-07,1657550347,5.0431718826293945,19724,desktop,192.168.100.15,5.0431718826293945,0,5
0.6930566100733054,0.7049479078268632,0.5067448680351906,0.5125,0.5067448680351906,0.39062500000000006,0.3225806451612903,0.6047606468200684,False,,,6,2bc1ca54,330cf1b29b524bb3a2cc1694835dfe82,2022-07-11_09-39-08,1657550348,5.647932529449463,19724,desktop,192.168.100.15,5.647932529449463,0,6
0.6946981694292079,0.6914380837697536,0.501661779081134,0.50625,0.501661779081134,0.4104477611940298,0.3548387096774194,0.5958883762359619,False,,,7,2bc1ca54,330cf1b29b524bb3a2cc1694835dfe82,2022-07-11_09-39-09,1657550349,6.243820905685425,19724,desktop,192.168.100.15,6.243820905685425,0,7
0.6942707975030656,0.6923935869999696,0.5258064516129033,0.521875,0.5258064516129032,0.5690140845070422,0.6516129032258065,0.6100342273712158,False,,,8,2bc1ca54,330cf1b29b524bb3a2cc1694835dfe82,2022-07-11_09-39-09,1657550349,6.853855133056641,19724,desktop,192.168.100.15,6.853855133056641,0,8
0.6977029896974535,0.7045647454448044,0.4296187683284457,0.434375,0.4296187683284457,0.3220973782771535,0.27741935483870966,0.6612517833709717,False,,,9,2bc1ca54,330cf1b29b524bb3a2cc1694835dfe82,2022-07-11_09-39-10,1657550350,7.515106916427612,19724,desktop,192.168.100.15,7.515106916427612,0,9
0.6936021699119761,0.6999081029440276,0.5038123167155425,0.49375,0.5038123167155425,0.6124401913875598,0.8258064516129032,0.5857625007629395,False,,,10,2bc1ca54,330cf1b29b524bb3a2cc1694835dfe82,2022-07-11_09-39-11,1657550351,8.100869417190552,19724,desktop,192.168.100.15,8.100869417190552,0,10
0.6928422884736501,0.7001016134396195,0.5,0.484375,0.5,0.6526315789473685,1.0,0.655148983001709,False,,,11,2bc1ca54,330cf1b29b524bb3a2cc1694835dfe82,2022-07-11_09-39-11,1657550351,8.75601840019226,19724,desktop,192.168.100.15,8.75601840019226,0,11
0.6947799604706735,0.6998832655372098,0.5,0.484375,0.5,0.6526315789473685,1.0,0.6286859512329102,False,,,12,2bc1ca54,330cf1b29b524bb3a2cc1694835dfe82,2022-07-11_09-39-12,1657550352,9.384704351425171,19724,desktop,192.168.100.15,9.384704351425171,0,12
0.6929185860721082,0.6992424781667068,0.5,0.484375,0.5,0.6526315789473685,1.0,0.6303627490997314,False,,,13,2bc1ca54,330cf1b29b524bb3a2cc1694835dfe82,2022-07-11_09-39-12,1657550352,10.015067100524902,19724,desktop,192.168.100.15,10.015067100524902,0,13
0.693669370809535,0.6991371730808169,0.5,0.484375,0.5,0.6526315789473685,1.0,0.583751916885376,False,,,14,2bc1ca54,330cf1b29b524bb3a2cc1694835dfe82,2022-07-11_09-39-13,1657550353,10.598819017410278,19724,desktop,192.168.100.15,10.598819017410278,0,14
0.6935476052096764,0.6989265415584669,0.5,0.484375,0.5,0.6526315789473685,1.0,0.5767507553100586,True,,,15,2bc1ca54,330cf1b29b524bb3a2cc1694835dfe82,2022-07-11_09-39-14,1657550354,11.175569772720337,19724,desktop,192.168.100.15,11.175569772720337,0,15
