train_loss,valid_loss,balanced_accuracy,accuracy,roc_auc,f1,recall,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
0.7926469237247776,0.7952189196832478,0.5,0.515625,0.5,0.0,0.0,2.5181047916412354,False,,,1,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-43,1657239583,2.5181047916412354,41396,desktop,192.168.100.15,2.5181047916412354,0,1
0.772533604822738,0.7722829405218363,0.5,0.515625,0.5,0.0,0.0,0.5279242992401123,False,,,2,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-44,1657239584,3.0460290908813477,41396,desktop,192.168.100.15,3.0460290908813477,0,2
0.7539263448243632,0.7537716294638812,0.5,0.515625,0.5,0.0,0.0,0.5104231834411621,False,,,3,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-44,1657239584,3.5564522743225098,41396,desktop,192.168.100.15,3.5564522743225098,0,3
0.7469289156415898,0.7476972676813602,0.5,0.515625,0.5,0.0,0.0,0.5928070545196533,False,,,4,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-45,1657239585,4.149259328842163,41396,desktop,192.168.100.15,4.149259328842163,0,4
0.7348408426977228,0.7322767906822264,0.5,0.515625,0.5,0.0,0.0,0.5170490741729736,False,,,5,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-45,1657239585,4.666308403015137,41396,desktop,192.168.100.15,4.666308403015137,0,5
0.7232222510275834,0.7235859734937549,0.5,0.515625,0.5,0.0,0.0,0.5407061576843262,False,,,6,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-46,1657239586,5.207014560699463,41396,desktop,192.168.100.15,5.207014560699463,0,6
0.7200647390874595,0.7167539186775684,0.5,0.515625,0.5,0.0,0.0,0.5821549892425537,False,,,7,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-46,1657239586,5.789169549942017,41396,desktop,192.168.100.15,5.789169549942017,0,7
0.7182541697195707,0.7112823310308158,0.5,0.515625,0.5,0.0,0.0,0.5235390663146973,False,,,8,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-47,1657239587,6.312708616256714,41396,desktop,192.168.100.15,6.312708616256714,0,8
0.7166825671831848,0.7070865867659449,0.5,0.515625,0.5,0.0,0.0,0.5118751525878906,False,,,9,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-48,1657239588,6.8245837688446045,41396,desktop,192.168.100.15,6.8245837688446045,0,9
0.7053620911076525,0.7039425910450519,0.5,0.515625,0.5,0.0,0.0,0.5131676197052002,False,,,10,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-48,1657239588,7.337751388549805,41396,desktop,192.168.100.15,7.337751388549805,0,10
0.7098250575604118,0.7013866916298866,0.5,0.515625,0.5,0.0,0.0,0.5128908157348633,False,,,11,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-49,1657239589,7.850642204284668,41396,desktop,192.168.100.15,7.850642204284668,0,11
0.7021120258961135,0.6994596434757113,0.5,0.515625,0.5,0.0,0.0,0.521190881729126,False,,,12,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-49,1657239589,8.371833086013794,41396,desktop,192.168.100.15,8.371833086013794,0,12
0.7008466572451212,0.6980457399040461,0.5,0.515625,0.5,0.0,0.0,0.5152509212493896,False,,,13,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-50,1657239590,8.887084007263184,41396,desktop,192.168.100.15,8.887084007263184,0,13
0.7001097878890844,0.6969497523270547,0.5,0.515625,0.5,0.0,0.0,0.5949122905731201,False,,,14,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-50,1657239590,9.481996297836304,41396,desktop,192.168.100.15,9.481996297836304,0,14
0.7032929890441485,0.6960562447085976,0.5,0.515625,0.5,0.0,0.0,0.5719435214996338,False,,,15,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-51,1657239591,10.053939819335938,41396,desktop,192.168.100.15,10.053939819335938,0,15
0.7002335538124266,0.6953749478794634,0.5,0.515625,0.5,0.0,0.0,0.5176730155944824,False,,,16,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-51,1657239591,10.57161283493042,41396,desktop,192.168.100.15,10.57161283493042,0,16
0.7003243239002568,0.6948149445001036,0.5,0.515625,0.5,0.0,0.0,0.5862441062927246,False,,,17,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-52,1657239592,11.157856941223145,41396,desktop,192.168.100.15,11.157856941223145,0,17
0.7012433444648246,0.6944089705124498,0.5,0.515625,0.5,0.0,0.0,0.5422604084014893,False,,,18,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-52,1657239592,11.700117349624634,41396,desktop,192.168.100.15,11.700117349624634,0,18
0.7027475736333503,0.6941125828772783,0.5,0.515625,0.5,0.0,0.0,0.5788924694061279,False,,,19,80ece490,820d0c8a5a6744f8b845f4c4d938ff6f,2022-07-07_19-19-53,1657239593,12.279009819030762,41396,desktop,192.168.100.15,12.279009819030762,0,19
